date,state,pop,cases,deaths
17/04/2020,Afghanistan,37172386,10,4
16/04/2020,Afghanistan,37172386,70,2
15/04/2020,Afghanistan,37172386,49,2
14/04/2020,Afghanistan,37172386,58,3
13/04/2020,Afghanistan,37172386,52,0
12/4/2020,Afghanistan,37172386,34,3
11/4/2020,Afghanistan,37172386,37,0
10/4/2020,Afghanistan,37172386,61,1
9/4/2020,Afghanistan,37172386,56,3
8/4/2020,Afghanistan,37172386,30,4
7/4/2020,Afghanistan,37172386,38,0
6/4/2020,Afghanistan,37172386,29,2
5/4/2020,Afghanistan,37172386,35,1
4/4/2020,Afghanistan,37172386,0,0
3/4/2020,Afghanistan,37172386,43,0
2/4/2020,Afghanistan,37172386,26,0
1/4/2020,Afghanistan,37172386,25,0
31/03/2020,Afghanistan,37172386,27,0
30/03/2020,Afghanistan,37172386,8,1
29/03/2020,Afghanistan,37172386,15,1
28/03/2020,Afghanistan,37172386,16,1
27/03/2020,Afghanistan,37172386,0,0
26/03/2020,Afghanistan,37172386,33,0
25/03/2020,Afghanistan,37172386,2,0
24/03/2020,Afghanistan,37172386,6,1
23/03/2020,Afghanistan,37172386,10,0
22/03/2020,Afghanistan,37172386,0,0
21/03/2020,Afghanistan,37172386,2,0
20/03/2020,Afghanistan,37172386,0,0
19/03/2020,Afghanistan,37172386,0,0
18/03/2020,Afghanistan,37172386,1,0
17/03/2020,Afghanistan,37172386,5,0
16/03/2020,Afghanistan,37172386,6,0
15/03/2020,Afghanistan,37172386,3,0
11/3/2020,Afghanistan,37172386,3,0
8/3/2020,Afghanistan,37172386,3,0
2/3/2020,Afghanistan,37172386,0,0
1/3/2020,Afghanistan,37172386,0,0
29/02/2020,Afghanistan,37172386,0,0
28/02/2020,Afghanistan,37172386,0,0
27/02/2020,Afghanistan,37172386,0,0
26/02/2020,Afghanistan,37172386,0,0
25/02/2020,Afghanistan,37172386,1,0
24/02/2020,Afghanistan,37172386,0,0
23/02/2020,Afghanistan,37172386,0,0
22/02/2020,Afghanistan,37172386,0,0
21/02/2020,Afghanistan,37172386,0,0
20/02/2020,Afghanistan,37172386,0,0
19/02/2020,Afghanistan,37172386,0,0
18/02/2020,Afghanistan,37172386,0,0
17/02/2020,Afghanistan,37172386,0,0
16/02/2020,Afghanistan,37172386,0,0
15/02/2020,Afghanistan,37172386,0,0
14/02/2020,Afghanistan,37172386,0,0
13/02/2020,Afghanistan,37172386,0,0
12/2/2020,Afghanistan,37172386,0,0
11/2/2020,Afghanistan,37172386,0,0
10/2/2020,Afghanistan,37172386,0,0
9/2/2020,Afghanistan,37172386,0,0
8/2/2020,Afghanistan,37172386,0,0
7/2/2020,Afghanistan,37172386,0,0
6/2/2020,Afghanistan,37172386,0,0
5/2/2020,Afghanistan,37172386,0,0
4/2/2020,Afghanistan,37172386,0,0
3/2/2020,Afghanistan,37172386,0,0
2/2/2020,Afghanistan,37172386,0,0
1/2/2020,Afghanistan,37172386,0,0
31/01/2020,Afghanistan,37172386,0,0
30/01/2020,Afghanistan,37172386,0,0
29/01/2020,Afghanistan,37172386,0,0
28/01/2020,Afghanistan,37172386,0,0
27/01/2020,Afghanistan,37172386,0,0
26/01/2020,Afghanistan,37172386,0,0
25/01/2020,Afghanistan,37172386,0,0
24/01/2020,Afghanistan,37172386,0,0
23/01/2020,Afghanistan,37172386,0,0
22/01/2020,Afghanistan,37172386,0,0
21/01/2020,Afghanistan,37172386,0,0
20/01/2020,Afghanistan,37172386,0,0
19/01/2020,Afghanistan,37172386,0,0
18/01/2020,Afghanistan,37172386,0,0
17/01/2020,Afghanistan,37172386,0,0
16/01/2020,Afghanistan,37172386,0,0
15/01/2020,Afghanistan,37172386,0,0
14/01/2020,Afghanistan,37172386,0,0
13/01/2020,Afghanistan,37172386,0,0
12/1/2020,Afghanistan,37172386,0,0
11/1/2020,Afghanistan,37172386,0,0
10/1/2020,Afghanistan,37172386,0,0
9/1/2020,Afghanistan,37172386,0,0
8/1/2020,Afghanistan,37172386,0,0
7/1/2020,Afghanistan,37172386,0,0
6/1/2020,Afghanistan,37172386,0,0
5/1/2020,Afghanistan,37172386,0,0
4/1/2020,Afghanistan,37172386,0,0
3/1/2020,Afghanistan,37172386,0,0
2/1/2020,Afghanistan,37172386,0,0
1/1/2020,Afghanistan,37172386,0,0
31/12/2019,Afghanistan,37172386,0,0
17/04/2020,Albania,2866376,24,1
16/04/2020,Albania,2866376,19,1
15/04/2020,Albania,2866376,8,1
14/04/2020,Albania,2866376,21,0
13/04/2020,Albania,2866376,13,0
12/4/2020,Albania,2866376,17,0
11/4/2020,Albania,2866376,7,0
10/4/2020,Albania,2866376,9,1
9/4/2020,Albania,2866376,17,0
8/4/2020,Albania,2866376,6,0
7/4/2020,Albania,2866376,16,1
6/4/2020,Albania,2866376,28,2
5/4/2020,Albania,2866376,29,2
4/4/2020,Albania,2866376,27,1
3/4/2020,Albania,2866376,18,1
2/4/2020,Albania,2866376,16,0
1/4/2020,Albania,2866376,20,3
31/03/2020,Albania,2866376,11,2
30/03/2020,Albania,2866376,15,0
29/03/2020,Albania,2866376,11,1
28/03/2020,Albania,2866376,12,3
27/03/2020,Albania,2866376,28,1
26/03/2020,Albania,2866376,23,0
25/03/2020,Albania,2866376,23,1
24/03/2020,Albania,2866376,11,2
23/03/2020,Albania,2866376,13,0
22/03/2020,Albania,2866376,6,0
21/03/2020,Albania,2866376,0,0
20/03/2020,Albania,2866376,11,0
19/03/2020,Albania,2866376,4,1
18/03/2020,Albania,2866376,4,0
17/03/2020,Albania,2866376,9,0
16/03/2020,Albania,2866376,4,0
15/03/2020,Albania,2866376,5,0
14/03/2020,Albania,2866376,10,0
13/03/2020,Albania,2866376,12,0
12/3/2020,Albania,2866376,1,1
11/3/2020,Albania,2866376,4,0
10/3/2020,Albania,2866376,4,0
9/3/2020,Albania,2866376,2,0
17/04/2020,Algeria,42228429,108,12
16/04/2020,Algeria,42228429,90,11
15/04/2020,Algeria,42228429,87,12
14/04/2020,Algeria,42228429,69,20
13/04/2020,Algeria,42228429,89,18
12/4/2020,Algeria,42228429,64,19
11/4/2020,Algeria,42228429,95,21
10/4/2020,Algeria,42228429,94,30
9/4/2020,Algeria,42228429,104,12
8/4/2020,Algeria,42228429,45,20
7/4/2020,Algeria,42228429,103,21
6/4/2020,Algeria,42228429,69,22
5/4/2020,Algeria,42228429,80,25
4/4/2020,Algeria,42228429,185,42
3/4/2020,Algeria,42228429,139,5
2/4/2020,Algeria,42228429,131,14
1/4/2020,Algeria,42228429,132,9
31/03/2020,Algeria,42228429,73,4
30/03/2020,Algeria,42228429,57,2
29/03/2020,Algeria,42228429,45,3
28/03/2020,Algeria,42228429,42,1
27/03/2020,Algeria,42228429,65,4
26/03/2020,Algeria,42228429,38,2
25/03/2020,Algeria,42228429,34,2
24/03/2020,Algeria,42228429,29,0
23/03/2020,Algeria,42228429,62,2
22/03/2020,Algeria,42228429,37,5
21/03/2020,Algeria,42228429,12,3
20/03/2020,Algeria,42228429,18,1
19/03/2020,Algeria,42228429,12,1
18/03/2020,Algeria,42228429,2,1
17/03/2020,Algeria,42228429,10,0
16/03/2020,Algeria,42228429,11,2
15/03/2020,Algeria,42228429,11,0
14/03/2020,Algeria,42228429,1,1
13/03/2020,Algeria,42228429,5,1
12/3/2020,Algeria,42228429,0,0
9/3/2020,Algeria,42228429,3,0
6/3/2020,Algeria,42228429,5,0
5/3/2020,Algeria,42228429,7,0
4/3/2020,Algeria,42228429,2,0
2/3/2020,Algeria,42228429,0,0
1/3/2020,Algeria,42228429,2,0
29/02/2020,Algeria,42228429,0,0
28/02/2020,Algeria,42228429,0,0
27/02/2020,Algeria,42228429,0,0
26/02/2020,Algeria,42228429,1,0
25/02/2020,Algeria,42228429,0,0
24/02/2020,Algeria,42228429,0,0
23/02/2020,Algeria,42228429,0,0
22/02/2020,Algeria,42228429,0,0
21/02/2020,Algeria,42228429,0,0
20/02/2020,Algeria,42228429,0,0
19/02/2020,Algeria,42228429,0,0
18/02/2020,Algeria,42228429,0,0
17/02/2020,Algeria,42228429,0,0
16/02/2020,Algeria,42228429,0,0
15/02/2020,Algeria,42228429,0,0
14/02/2020,Algeria,42228429,0,0
13/02/2020,Algeria,42228429,0,0
12/2/2020,Algeria,42228429,0,0
11/2/2020,Algeria,42228429,0,0
10/2/2020,Algeria,42228429,0,0
9/2/2020,Algeria,42228429,0,0
8/2/2020,Algeria,42228429,0,0
7/2/2020,Algeria,42228429,0,0
6/2/2020,Algeria,42228429,0,0
5/2/2020,Algeria,42228429,0,0
4/2/2020,Algeria,42228429,0,0
3/2/2020,Algeria,42228429,0,0
2/2/2020,Algeria,42228429,0,0
1/2/2020,Algeria,42228429,0,0
31/01/2020,Algeria,42228429,0,0
30/01/2020,Algeria,42228429,0,0
29/01/2020,Algeria,42228429,0,0
28/01/2020,Algeria,42228429,0,0
27/01/2020,Algeria,42228429,0,0
26/01/2020,Algeria,42228429,0,0
25/01/2020,Algeria,42228429,0,0
24/01/2020,Algeria,42228429,0,0
23/01/2020,Algeria,42228429,0,0
22/01/2020,Algeria,42228429,0,0
21/01/2020,Algeria,42228429,0,0
20/01/2020,Algeria,42228429,0,0
19/01/2020,Algeria,42228429,0,0
18/01/2020,Algeria,42228429,0,0
17/01/2020,Algeria,42228429,0,0
16/01/2020,Algeria,42228429,0,0
15/01/2020,Algeria,42228429,0,0
14/01/2020,Algeria,42228429,0,0
13/01/2020,Algeria,42228429,0,0
12/1/2020,Algeria,42228429,0,0
11/1/2020,Algeria,42228429,0,0
10/1/2020,Algeria,42228429,0,0
9/1/2020,Algeria,42228429,0,0
8/1/2020,Algeria,42228429,0,0
7/1/2020,Algeria,42228429,0,0
6/1/2020,Algeria,42228429,0,0
5/1/2020,Algeria,42228429,0,0
4/1/2020,Algeria,42228429,0,0
3/1/2020,Algeria,42228429,0,0
2/1/2020,Algeria,42228429,0,0
1/1/2020,Algeria,42228429,0,0
31/12/2019,Algeria,42228429,0,0
17/04/2020,Andorra,77006,9,0
16/04/2020,Andorra,77006,14,2
15/04/2020,Andorra,77006,13,2
14/04/2020,Andorra,77006,8,0
13/04/2020,Andorra,77006,16,1
12/4/2020,Andorra,77006,21,2
11/4/2020,Andorra,77006,18,1
10/4/2020,Andorra,77006,19,2
9/4/2020,Andorra,77006,19,1
8/4/2020,Andorra,77006,19,1
7/4/2020,Andorra,77006,25,3
6/4/2020,Andorra,77006,35,1
5/4/2020,Andorra,77006,27,1
4/4/2020,Andorra,77006,11,1
3/4/2020,Andorra,77006,38,1
2/4/2020,Andorra,77006,14,2
1/4/2020,Andorra,77006,6,4
31/03/2020,Andorra,77006,36,2
30/03/2020,Andorra,77006,26,2
29/03/2020,Andorra,77006,41,1
28/03/2020,Andorra,77006,43,0
27/03/2020,Andorra,77006,36,3
26/03/2020,Andorra,77006,24,0
25/03/2020,Andorra,77006,31,0
24/03/2020,Andorra,77006,20,0
23/03/2020,Andorra,77006,25,0
22/03/2020,Andorra,77006,13,0
21/03/2020,Andorra,77006,0,0
20/03/2020,Andorra,77006,22,0
19/03/2020,Andorra,77006,39,0
18/03/2020,Andorra,77006,0,0
17/03/2020,Andorra,77006,9,0
16/03/2020,Andorra,77006,3,0
14/03/2020,Andorra,77006,1,0
3/3/2020,Andorra,77006,1,0
17/04/2020,Angola,30809762,0,0
16/04/2020,Angola,30809762,0,0
15/04/2020,Angola,30809762,0,0
14/04/2020,Angola,30809762,0,0
13/04/2020,Angola,30809762,0,0
12/4/2020,Angola,30809762,0,0
11/4/2020,Angola,30809762,0,0
10/4/2020,Angola,30809762,0,0
9/4/2020,Angola,30809762,2,0
8/4/2020,Angola,30809762,1,0
7/4/2020,Angola,30809762,2,0
6/4/2020,Angola,30809762,4,0
5/4/2020,Angola,30809762,2,0
4/4/2020,Angola,30809762,0,0
3/4/2020,Angola,30809762,0,0
2/4/2020,Angola,30809762,1,0
1/4/2020,Angola,30809762,0,0
31/03/2020,Angola,30809762,0,0
30/03/2020,Angola,30809762,3,2
29/03/2020,Angola,30809762,0,0
28/03/2020,Angola,30809762,1,0
27/03/2020,Angola,30809762,1,0
26/03/2020,Angola,30809762,0,0
25/03/2020,Angola,30809762,0,0
24/03/2020,Angola,30809762,0,0
23/03/2020,Angola,30809762,0,0
22/03/2020,Angola,30809762,2,0
17/04/2020,Anguilla,,0,0
16/04/2020,Anguilla,,0,0
15/04/2020,Anguilla,,0,0
14/04/2020,Anguilla,,0,0
13/04/2020,Anguilla,,0,0
12/4/2020,Anguilla,,0,0
11/4/2020,Anguilla,,0,0
10/4/2020,Anguilla,,0,0
9/4/2020,Anguilla,,0,0
8/4/2020,Anguilla,,0,0
7/4/2020,Anguilla,,0,0
6/4/2020,Anguilla,,0,0
5/4/2020,Anguilla,,0,0
4/4/2020,Anguilla,,0,0
3/4/2020,Anguilla,,1,0
2/4/2020,Anguilla,,0,0
1/4/2020,Anguilla,,0,0
31/03/2020,Anguilla,,0,0
30/03/2020,Anguilla,,0,0
29/03/2020,Anguilla,,0,0
28/03/2020,Anguilla,,0,0
27/03/2020,Anguilla,,2,0
17/04/2020,Antigua_and_Barbuda,96286,0,0
16/04/2020,Antigua_and_Barbuda,96286,0,0
15/04/2020,Antigua_and_Barbuda,96286,0,0
14/04/2020,Antigua_and_Barbuda,96286,2,0
13/04/2020,Antigua_and_Barbuda,96286,0,0
12/4/2020,Antigua_and_Barbuda,96286,0,0
11/4/2020,Antigua_and_Barbuda,96286,2,0
10/4/2020,Antigua_and_Barbuda,96286,4,2
9/4/2020,Antigua_and_Barbuda,96286,0,0
8/4/2020,Antigua_and_Barbuda,96286,0,0
7/4/2020,Antigua_and_Barbuda,96286,0,0
6/4/2020,Antigua_and_Barbuda,96286,0,0
5/4/2020,Antigua_and_Barbuda,96286,0,0
4/4/2020,Antigua_and_Barbuda,96286,6,0
3/4/2020,Antigua_and_Barbuda,96286,2,0
2/4/2020,Antigua_and_Barbuda,96286,0,0
1/4/2020,Antigua_and_Barbuda,96286,0,0
31/03/2020,Antigua_and_Barbuda,96286,0,0
30/03/2020,Antigua_and_Barbuda,96286,0,0
29/03/2020,Antigua_and_Barbuda,96286,0,0
28/03/2020,Antigua_and_Barbuda,96286,0,0
27/03/2020,Antigua_and_Barbuda,96286,4,0
26/03/2020,Antigua_and_Barbuda,96286,0,0
25/03/2020,Antigua_and_Barbuda,96286,2,0
24/03/2020,Antigua_and_Barbuda,96286,0,0
23/03/2020,Antigua_and_Barbuda,96286,0,0
22/03/2020,Antigua_and_Barbuda,96286,0,0
21/03/2020,Antigua_and_Barbuda,96286,0,0
15/03/2020,Antigua_and_Barbuda,96286,1,0
17/04/2020,Argentina,44494502,128,6
16/04/2020,Argentina,44494502,0,4
15/04/2020,Argentina,44494502,160,7
14/04/2020,Argentina,44494502,69,3
13/04/2020,Argentina,44494502,66,6
12/4/2020,Argentina,44494502,162,7
11/4/2020,Argentina,44494502,81,3
10/4/2020,Argentina,44494502,99,14
9/4/2020,Argentina,44494502,80,5
8/4/2020,Argentina,44494502,87,7
7/4/2020,Argentina,44494502,74,7
6/4/2020,Argentina,44494502,103,3
5/4/2020,Argentina,44494502,186,6
4/4/2020,Argentina,44494502,132,3
3/4/2020,Argentina,44494502,0,3
2/4/2020,Argentina,44494502,167,7
1/4/2020,Argentina,44494502,0,0
31/03/2020,Argentina,44494502,146,4
30/03/2020,Argentina,44494502,75,1
29/03/2020,Argentina,44494502,55,2
28/03/2020,Argentina,44494502,101,5
27/03/2020,Argentina,44494502,87,4
26/03/2020,Argentina,44494502,115,2
25/03/2020,Argentina,44494502,86,2
24/03/2020,Argentina,44494502,35,0
23/03/2020,Argentina,44494502,41,0
22/03/2020,Argentina,44494502,67,1
21/03/2020,Argentina,44494502,30,0
20/03/2020,Argentina,44494502,31,1
19/03/2020,Argentina,44494502,18,0
18/03/2020,Argentina,44494502,14,0
17/03/2020,Argentina,44494502,9,0
16/03/2020,Argentina,44494502,11,0
15/03/2020,Argentina,44494502,11,0
14/03/2020,Argentina,44494502,3,1
13/03/2020,Argentina,44494502,12,0
11/3/2020,Argentina,44494502,7,0
9/3/2020,Argentina,44494502,3,0
8/3/2020,Argentina,44494502,1,1
7/3/2020,Argentina,44494502,6,0
6/3/2020,Argentina,44494502,1,0
4/3/2020,Argentina,44494502,1,0
17/04/2020,Armenia,2951776,42,1
16/04/2020,Armenia,2951776,48,1
15/04/2020,Armenia,2951776,72,3
14/04/2020,Armenia,2951776,26,1
13/04/2020,Armenia,2951776,46,0
12/4/2020,Armenia,2951776,30,2
11/4/2020,Armenia,2951776,16,1
10/4/2020,Armenia,2951776,40,1
9/4/2020,Armenia,2951776,28,1
8/4/2020,Armenia,2951776,20,0
7/4/2020,Armenia,2951776,11,1
6/4/2020,Armenia,2951776,52,0
5/4/2020,Armenia,2951776,34,0
4/4/2020,Armenia,2951776,73,3
3/4/2020,Armenia,2951776,92,1
2/4/2020,Armenia,2951776,39,0
1/4/2020,Armenia,2951776,50,0
31/03/2020,Armenia,2951776,58,0
30/03/2020,Armenia,2951776,0,0
29/03/2020,Armenia,2951776,52,2
28/03/2020,Armenia,2951776,43,0
27/03/2020,Armenia,2951776,39,1
26/03/2020,Armenia,2951776,25,0
25/03/2020,Armenia,2951776,71,0
24/03/2020,Armenia,2951776,4,0
23/03/2020,Armenia,2951776,30,0
22/03/2020,Armenia,2951776,24,0
21/03/2020,Armenia,2951776,14,0
20/03/2020,Armenia,2951776,7,0
19/03/2020,Armenia,2951776,37,0
18/03/2020,Armenia,2951776,26,0
17/03/2020,Armenia,2951776,22,0
16/03/2020,Armenia,2951776,10,0
15/03/2020,Armenia,2951776,7,0
14/03/2020,Armenia,2951776,7,0
13/03/2020,Armenia,2951776,2,0
12/3/2020,Armenia,2951776,3,0
2/3/2020,Armenia,2951776,0,0
1/3/2020,Armenia,2951776,1,0
29/02/2020,Armenia,2951776,0,0
28/02/2020,Armenia,2951776,0,0
27/02/2020,Armenia,2951776,0,0
26/02/2020,Armenia,2951776,0,0
25/02/2020,Armenia,2951776,0,0
24/02/2020,Armenia,2951776,0,0
23/02/2020,Armenia,2951776,0,0
22/02/2020,Armenia,2951776,0,0
21/02/2020,Armenia,2951776,0,0
20/02/2020,Armenia,2951776,0,0
19/02/2020,Armenia,2951776,0,0
18/02/2020,Armenia,2951776,0,0
17/02/2020,Armenia,2951776,0,0
16/02/2020,Armenia,2951776,0,0
15/02/2020,Armenia,2951776,0,0
14/02/2020,Armenia,2951776,0,0
13/02/2020,Armenia,2951776,0,0
12/2/2020,Armenia,2951776,0,0
11/2/2020,Armenia,2951776,0,0
10/2/2020,Armenia,2951776,0,0
9/2/2020,Armenia,2951776,0,0
8/2/2020,Armenia,2951776,0,0
7/2/2020,Armenia,2951776,0,0
6/2/2020,Armenia,2951776,0,0
5/2/2020,Armenia,2951776,0,0
4/2/2020,Armenia,2951776,0,0
3/2/2020,Armenia,2951776,0,0
2/2/2020,Armenia,2951776,0,0
1/2/2020,Armenia,2951776,0,0
31/01/2020,Armenia,2951776,0,0
30/01/2020,Armenia,2951776,0,0
29/01/2020,Armenia,2951776,0,0
28/01/2020,Armenia,2951776,0,0
27/01/2020,Armenia,2951776,0,0
26/01/2020,Armenia,2951776,0,0
25/01/2020,Armenia,2951776,0,0
24/01/2020,Armenia,2951776,0,0
23/01/2020,Armenia,2951776,0,0
22/01/2020,Armenia,2951776,0,0
21/01/2020,Armenia,2951776,0,0
20/01/2020,Armenia,2951776,0,0
19/01/2020,Armenia,2951776,0,0
18/01/2020,Armenia,2951776,0,0
17/01/2020,Armenia,2951776,0,0
16/01/2020,Armenia,2951776,0,0
15/01/2020,Armenia,2951776,0,0
14/01/2020,Armenia,2951776,0,0
13/01/2020,Armenia,2951776,0,0
12/1/2020,Armenia,2951776,0,0
11/1/2020,Armenia,2951776,0,0
10/1/2020,Armenia,2951776,0,0
9/1/2020,Armenia,2951776,0,0
8/1/2020,Armenia,2951776,0,0
7/1/2020,Armenia,2951776,0,0
6/1/2020,Armenia,2951776,0,0
5/1/2020,Armenia,2951776,0,0
4/1/2020,Armenia,2951776,0,0
3/1/2020,Armenia,2951776,0,0
2/1/2020,Armenia,2951776,0,0
1/1/2020,Armenia,2951776,0,0
31/12/2019,Armenia,2951776,0,0
17/04/2020,Aruba,105845,2,0
16/04/2020,Aruba,105845,1,1
15/04/2020,Aruba,105845,0,0
14/04/2020,Aruba,105845,0,0
13/04/2020,Aruba,105845,0,0
12/4/2020,Aruba,105845,6,0
11/4/2020,Aruba,105845,4,0
10/4/2020,Aruba,105845,5,0
9/4/2020,Aruba,105845,3,0
8/4/2020,Aruba,105845,3,0
7/4/2020,Aruba,105845,7,0
6/4/2020,Aruba,105845,0,0
5/4/2020,Aruba,105845,2,0
4/4/2020,Aruba,105845,2,0
3/4/2020,Aruba,105845,5,0
2/4/2020,Aruba,105845,0,0
1/4/2020,Aruba,105845,5,0
30/03/2020,Aruba,105845,22,0
29/03/2020,Aruba,105845,0,0
28/03/2020,Aruba,105845,0,0
27/03/2020,Aruba,105845,9,0
26/03/2020,Aruba,105845,2,0
25/03/2020,Aruba,105845,5,0
24/03/2020,Aruba,105845,8,0
20/03/2020,Aruba,105845,2,0
13/03/2020,Aruba,105845,2,0
17/04/2020,Australia,24992369,39,0
16/04/2020,Australia,24992369,42,2
15/04/2020,Australia,24992369,50,0
14/04/2020,Australia,24992369,44,0
13/04/2020,Australia,24992369,33,4
12/4/2020,Australia,24992369,51,3
11/4/2020,Australia,24992369,86,2
10/4/2020,Australia,24992369,100,2
9/4/2020,Australia,24992369,96,5
8/4/2020,Australia,24992369,112,3
7/4/2020,Australia,24992369,100,6
6/4/2020,Australia,24992369,57,2
5/4/2020,Australia,24992369,139,4
4/4/2020,Australia,24992369,324,7
3/4/2020,Australia,24992369,248,2
2/4/2020,Australia,24992369,269,1
1/4/2020,Australia,24992369,150,1
31/03/2020,Australia,24992369,464,3
30/03/2020,Australia,24992369,284,2
29/03/2020,Australia,24992369,431,1
28/03/2020,Australia,24992369,212,0
27/03/2020,Australia,24992369,367,2
26/03/2020,Australia,24992369,376,3
25/03/2020,Australia,24992369,600,1
24/03/2020,Australia,24992369,114,0
23/03/2020,Australia,24992369,611,0
22/03/2020,Australia,24992369,224,0
21/03/2020,Australia,24992369,165,1
20/03/2020,Australia,24992369,144,0
19/03/2020,Australia,24992369,111,1
18/03/2020,Australia,24992369,79,0
17/03/2020,Australia,24992369,77,0
16/03/2020,Australia,24992369,49,2
15/03/2020,Australia,24992369,52,0
14/03/2020,Australia,24992369,41,0
13/03/2020,Australia,24992369,30,0
12/3/2020,Australia,24992369,14,0
11/3/2020,Australia,24992369,12,0
10/3/2020,Australia,24992369,20,0
9/3/2020,Australia,24992369,6,0
8/3/2020,Australia,24992369,11,1
7/3/2020,Australia,24992369,4,0
6/3/2020,Australia,24992369,7,0
5/3/2020,Australia,24992369,11,1
4/3/2020,Australia,24992369,8,0
3/3/2020,Australia,24992369,4,0
2/3/2020,Australia,24992369,3,0
1/3/2020,Australia,24992369,1,1
29/02/2020,Australia,24992369,2,0
28/02/2020,Australia,24992369,0,0
27/02/2020,Australia,24992369,1,0
26/02/2020,Australia,24992369,0,0
25/02/2020,Australia,24992369,0,0
24/02/2020,Australia,24992369,0,0
23/02/2020,Australia,24992369,1,0
22/02/2020,Australia,24992369,4,0
21/02/2020,Australia,24992369,2,0
20/02/2020,Australia,24992369,0,0
19/02/2020,Australia,24992369,0,0
18/02/2020,Australia,24992369,0,0
17/02/2020,Australia,24992369,0,0
16/02/2020,Australia,24992369,0,0
15/02/2020,Australia,24992369,0,0
14/02/2020,Australia,24992369,1,0
13/02/2020,Australia,24992369,0,0
12/2/2020,Australia,24992369,0,0
11/2/2020,Australia,24992369,0,0
10/2/2020,Australia,24992369,0,0
9/2/2020,Australia,24992369,0,0
8/2/2020,Australia,24992369,0,0
7/2/2020,Australia,24992369,1,0
6/2/2020,Australia,24992369,1,0
5/2/2020,Australia,24992369,1,0
4/2/2020,Australia,24992369,0,0
3/2/2020,Australia,24992369,0,0
2/2/2020,Australia,24992369,2,0
1/2/2020,Australia,24992369,2,0
31/01/2020,Australia,24992369,1,0
30/01/2020,Australia,24992369,2,0
29/01/2020,Australia,24992369,0,0
28/01/2020,Australia,24992369,0,0
27/01/2020,Australia,24992369,0,0
26/01/2020,Australia,24992369,3,0
25/01/2020,Australia,24992369,1,0
24/01/2020,Australia,24992369,0,0
23/01/2020,Australia,24992369,0,0
22/01/2020,Australia,24992369,0,0
21/01/2020,Australia,24992369,0,0
20/01/2020,Australia,24992369,0,0
19/01/2020,Australia,24992369,0,0
18/01/2020,Australia,24992369,0,0
17/01/2020,Australia,24992369,0,0
16/01/2020,Australia,24992369,0,0
15/01/2020,Australia,24992369,0,0
14/01/2020,Australia,24992369,0,0
13/01/2020,Australia,24992369,0,0
12/1/2020,Australia,24992369,0,0
11/1/2020,Australia,24992369,0,0
10/1/2020,Australia,24992369,0,0
9/1/2020,Australia,24992369,0,0
8/1/2020,Australia,24992369,0,0
7/1/2020,Australia,24992369,0,0
6/1/2020,Australia,24992369,0,0
5/1/2020,Australia,24992369,0,0
4/1/2020,Australia,24992369,0,0
3/1/2020,Australia,24992369,0,0
2/1/2020,Australia,24992369,0,0
1/1/2020,Australia,24992369,0,0
31/12/2019,Australia,24992369,0,0
17/04/2020,Austria,8847037,78,17
16/04/2020,Austria,8847037,136,9
15/04/2020,Austria,8847037,191,16
14/04/2020,Austria,8847037,106,18
13/04/2020,Austria,8847037,130,13
12/4/2020,Austria,8847037,247,18
11/4/2020,Austria,8847037,312,24
10/4/2020,Austria,8847037,279,22
9/4/2020,Austria,8847037,329,30
8/4/2020,Austria,8847037,343,23
7/4/2020,Austria,8847037,314,16
6/4/2020,Austria,8847037,217,18
5/4/2020,Austria,8847037,241,18
4/4/2020,Austria,8847037,396,10
3/4/2020,Austria,8847037,418,12
2/4/2020,Austria,8847037,529,18
1/4/2020,Austria,8847037,564,20
31/03/2020,Austria,8847037,805,22
30/03/2020,Austria,8847037,522,18
29/03/2020,Austria,8847037,594,0
28/03/2020,Austria,8847037,668,16
27/03/2020,Austria,8847037,1141,18
26/03/2020,Austria,8847037,606,4
25/03/2020,Austria,8847037,796,5
24/03/2020,Austria,8847037,855,9
23/03/2020,Austria,8847037,607,8
22/03/2020,Austria,8847037,375,2
21/03/2020,Austria,8847037,453,0
20/03/2020,Austria,8847037,550,2
19/03/2020,Austria,8847037,314,1
18/03/2020,Austria,8847037,316,0
17/03/2020,Austria,8847037,156,2
16/03/2020,Austria,8847037,205,0
15/03/2020,Austria,8847037,151,0
14/03/2020,Austria,8847037,143,0
13/03/2020,Austria,8847037,115,1
12/3/2020,Austria,8847037,64,0
11/3/2020,Austria,8847037,51,0
10/3/2020,Austria,8847037,29,0
9/3/2020,Austria,8847037,3,0
8/3/2020,Austria,8847037,25,0
7/3/2020,Austria,8847037,33,0
6/3/2020,Austria,8847037,12,0
5/3/2020,Austria,8847037,5,0
4/3/2020,Austria,8847037,6,0
3/3/2020,Austria,8847037,4,0
2/3/2020,Austria,8847037,4,0
1/3/2020,Austria,8847037,3,0
29/02/2020,Austria,8847037,2,0
28/02/2020,Austria,8847037,3,0
27/02/2020,Austria,8847037,0,0
26/02/2020,Austria,8847037,2,0
25/02/2020,Austria,8847037,0,0
24/02/2020,Austria,8847037,0,0
23/02/2020,Austria,8847037,0,0
22/02/2020,Austria,8847037,0,0
21/02/2020,Austria,8847037,0,0
20/02/2020,Austria,8847037,0,0
19/02/2020,Austria,8847037,0,0
18/02/2020,Austria,8847037,0,0
17/02/2020,Austria,8847037,0,0
16/02/2020,Austria,8847037,0,0
15/02/2020,Austria,8847037,0,0
