0.0350
0.0168
0.0159
0.0262
0.0240
0.0119
0.0188
0.1558
0.0200
0.0706
0.0012
0.0095
0.0763
0.4947
0.0370
0.0053
0.1197
0.0495
0.1295
0.0076
0.0245
0.0037
0.0263
0.2516
0.0020
0.0070
0.1057
0.0146
0.0058
0.0709
0.3776
0.0050
0.0168
0.0768
0.1396
0.0209
0.0124
0.0142
0.0169
0.0265
