Provincienaam,Datum,ML,Low_90,High_90,Low_50,High_50
Utrecht,2020-06-13,0.8,0.09,1.53,0.48,1.1300000000000001
Utrecht,2020-06-14,0.77,0.05,1.47,0.46,1.11
Utrecht,2020-06-15,0.6900000000000001,0.04,1.42,0.4,1.04
Utrecht,2020-06-16,0.61,0.0,1.33,0.36,0.99
Utrecht,2020-06-17,0.62,0.03,1.3900000000000001,0.37,1.01
Utrecht,2020-06-18,0.5700000000000001,0.0,1.34,0.32,0.9500000000000001
Utrecht,2020-06-19,0.51,0.01,1.34,0.27,0.89
Utrecht,2020-06-20,0.53,0.0,1.35,0.28,0.91
Utrecht,2020-06-21,0.47000000000000003,0.01,1.35,0.25,0.87
Utrecht,2020-06-22,0.63,0.03,1.47,0.35000000000000003,1.02
Utrecht,2020-06-23,0.64,0.01,1.46,0.38,1.06
Utrecht,2020-06-24,0.66,0.03,1.5,0.33,1.01
Utrecht,2020-06-25,0.61,0.01,1.45,0.31,0.98
Utrecht,2020-06-26,0.63,0.03,1.49,0.34,1.02
Utrecht,2020-06-27,0.5700000000000001,0.01,1.44,0.32,0.99
Utrecht,2020-06-28,0.84,0.07,1.68,0.51,1.25
Utrecht,2020-06-29,1.06,0.16,1.9000000000000001,0.73,1.5
Utrecht,2020-06-30,1.19,0.3,2.09,0.85,1.61
Utrecht,2020-07-07,1.29,0.41000000000000003,2.19,0.96,1.7
Utrecht,2020-07-14,1.45,0.61,2.35,1.11,1.82
Zeeland,2020-06-28,3.0,1.01,6.99,2.04,4.45
Zeeland,2020-06-29,3.3000000000000003,1.16,7.0200000000000005,2.2800000000000002,4.7
Zeeland,2020-06-30,3.39,1.32,6.5600000000000005,2.44,4.64
Zeeland,2020-07-07,3.3200000000000003,1.36,5.96,2.47,4.41
Zeeland,2020-07-14,3.44,1.56,5.75,2.59,4.3500000000000005
Zuid-Holland,2020-02-29,3.0,1.01,6.99,2.04,4.45
Zuid-Holland,2020-03-01,2.88,0.99,6.28,1.99,4.16
Zuid-Holland,2020-03-02,3.14,1.1300000000000001,6.42,2.2,4.4
Zuid-Holland,2020-03-03,3.25,1.28,6.18,2.39,4.45
Zuid-Holland,2020-03-04,3.21,1.34,5.75,2.44,4.3
Zuid-Holland,2020-03-05,3.1,1.35,5.3100000000000005,2.42,4.09
Zuid-Holland,2020-03-06,2.96,1.34,4.92,2.3000000000000003,3.8000000000000003
Zuid-Holland,2020-03-07,2.66,1.2,4.42,2.11,3.46
Zuid-Holland,2020-03-08,2.59,1.1500000000000001,4.16,2.06,3.3200000000000003
Zuid-Holland,2020-03-09,2.39,1.09,3.9,1.9000000000000001,3.0700000000000003
Zuid-Holland,2020-03-10,2.34,1.05,3.72,1.86,2.97
Zuid-Holland,2020-03-11,2.2800000000000002,1.07,3.62,1.85,2.91
Zuid-Holland,2020-03-12,2.29,1.1300000000000001,3.5700000000000003,1.87,2.88
Zuid-Holland,2020-03-13,2.35,1.23,3.5500000000000003,1.94,2.9
Zuid-Holland,2020-03-14,2.42,1.37,3.56,2.0100000000000002,2.91
Zuid-Holland,2020-03-15,2.52,1.54,3.58,2.16,3.0
Zuid-Holland,2020-03-16,2.67,1.75,3.62,2.33,3.1
Zuid-Holland,2020-03-17,2.75,1.93,3.63,2.45,3.15
Zuid-Holland,2020-03-18,2.67,1.93,3.47,2.37,3.0
Zuid-Holland,2020-03-19,2.61,1.9100000000000001,3.31,2.37,2.95
Zuid-Holland,2020-03-20,2.36,1.74,3.04,2.09,2.62
Zuid-Holland,2020-03-21,2.22,1.6300000000000001,2.85,1.99,2.49
Zuid-Holland,2020-03-22,2.09,1.54,2.7,1.9100000000000001,2.39
Zuid-Holland,2020-03-23,2.0300000000000002,1.48,2.58,1.86,2.32
Zuid-Holland,2020-03-24,2.02,1.52,2.58,1.85,2.29
Zuid-Holland,2020-03-25,2.13,1.6500000000000001,2.66,1.97,2.39
Zuid-Holland,2020-03-26,2.0100000000000002,1.56,2.52,1.87,2.27
Zuid-Holland,2020-03-27,1.9000000000000001,1.46,2.38,1.75,2.13
Zuid-Holland,2020-03-28,1.76,1.33,2.22,1.61,1.98
Zuid-Holland,2020-03-29,1.6600000000000001,1.25,2.12,1.52,1.8800000000000001
Zuid-Holland,2020-03-30,1.55,1.1300000000000001,1.98,1.4000000000000001,1.75
Zuid-Holland,2020-03-31,1.42,1.01,1.85,1.29,1.6400000000000001
Zuid-Holland,2020-04-01,1.29,0.89,1.73,1.16,1.51
Zuid-Holland,2020-04-02,1.37,0.96,1.79,1.21,1.55
Zuid-Holland,2020-04-03,1.3900000000000001,0.99,1.81,1.26,1.6
Zuid-Holland,2020-04-04,1.25,0.86,1.67,1.1300000000000001,1.47
Zuid-Holland,2020-04-05,1.18,0.8,1.61,1.02,1.35
Zuid-Holland,2020-04-06,1.21,0.8300000000000001,1.6400000000000001,1.06,1.3900000000000001
Zuid-Holland,2020-04-07,1.17,0.78,1.58,1.03,1.36
Zuid-Holland,2020-04-08,1.31,0.92,1.71,1.18,1.51
Zuid-Holland,2020-04-09,1.22,0.8300000000000001,1.61,1.07,1.3900000000000001
Zuid-Holland,2020-04-10,1.21,0.85,1.6300000000000001,1.08,1.4000000000000001
Zuid-Holland,2020-04-11,1.1500000000000001,0.78,1.55,1.02,1.34
Zuid-Holland,2020-04-12,1.01,0.64,1.41,0.89,1.21
Zuid-Holland,2020-04-13,0.92,0.55,1.33,0.78,1.1
Zuid-Holland,2020-04-14,0.93,0.56,1.35,0.81,1.1400000000000001
Zuid-Holland,2020-04-15,0.87,0.49,1.28,0.75,1.08
Zuid-Holland,2020-04-16,0.98,0.61,1.41,0.85,1.18
Zuid-Holland,2020-04-17,0.9400000000000001,0.56,1.36,0.81,1.1400000000000001
Zuid-Holland,2020-04-18,0.9400000000000001,0.56,1.36,0.8,1.1300000000000001
Zuid-Holland,2020-04-19,0.86,0.47000000000000003,1.27,0.72,1.05
Zuid-Holland,2020-04-20,0.77,0.38,1.19,0.65,0.99
Zuid-Holland,2020-04-21,0.71,0.29,1.11,0.56,0.9
Zuid-Holland,2020-04-22,0.66,0.26,1.1,0.52,0.87
Zuid-Holland,2020-04-23,0.64,0.23,1.08,0.51,0.87
Zuid-Holland,2020-04-24,0.68,0.26,1.1300000000000001,0.52,0.88
Zuid-Holland,2020-04-25,0.5700000000000001,0.15,1.01,0.44,0.81
Zuid-Holland,2020-04-26,0.49,0.06,0.89,0.35000000000000003,0.72
Zuid-Holland,2020-04-27,0.4,0.01,0.8,0.25,0.61
Zuid-Holland,2020-04-28,0.36,0.01,0.79,0.23,0.59
Zuid-Holland,2020-04-29,0.36,0.0,0.79,0.21,0.5700000000000001
Zuid-Holland,2020-04-30,0.43,0.05,0.91,0.29,0.68
Zuid-Holland,2020-05-01,0.45,0.04,0.92,0.31,0.71
Zuid-Holland,2020-05-02,0.6,0.1,1.07,0.44,0.87
Zuid-Holland,2020-05-03,0.55,0.06,1.01,0.36,0.78
Zuid-Holland,2020-05-04,0.49,0.06,0.99,0.33,0.75
Zuid-Holland,2020-05-05,0.5,0.07,1.02,0.34,0.77
Zuid-Holland,2020-05-06,0.58,0.08,1.08,0.36,0.8
Zuid-Holland,2020-05-07,0.65,0.14,1.19,0.48,0.9400000000000001
Zuid-Holland,2020-05-08,0.74,0.21,1.3,0.53,0.99
Zuid-Holland,2020-05-09,0.73,0.2,1.29,0.52,0.98
Zuid-Holland,2020-05-10,0.81,0.25,1.36,0.63,1.1
Zuid-Holland,2020-05-11,0.81,0.25,1.36,0.5700000000000001,1.03
Zuid-Holland,2020-05-12,0.8200000000000001,0.28,1.4000000000000001,0.64,1.11
Zuid-Holland,2020-05-13,0.81,0.27,1.3900000000000001,0.63,1.1
Zuid-Holland,2020-05-14,0.78,0.21,1.32,0.59,1.06
Zuid-Holland,2020-05-15,0.81,0.26,1.3900000000000001,0.6,1.07
Zuid-Holland,2020-05-16,0.75,0.2,1.32,0.52,0.99
Zuid-Holland,2020-05-17,0.73,0.17,1.29,0.53,1.01
Zuid-Holland,2020-05-18,0.79,0.22,1.37,0.6,1.09
Zuid-Holland,2020-05-19,0.8300000000000001,0.27,1.44,0.64,1.1300000000000001
Zuid-Holland,2020-05-20,0.86,0.27,1.44,0.65,1.1400000000000001
Zuid-Holland,2020-05-21,0.88,0.3,1.48,0.67,1.16
Zuid-Holland,2020-05-22,0.84,0.25,1.42,0.63,1.12
Zuid-Holland,2020-05-23,0.8200000000000001,0.25,1.43,0.6,1.09
Zuid-Holland,2020-05-24,0.77,0.2,1.37,0.58,1.08
Zuid-Holland,2020-05-25,0.7000000000000001,0.12,1.26,0.5,1.0
Zuid-Holland,2020-05-26,0.73,0.15,1.32,0.53,1.04
Zuid-Holland,2020-05-27,0.74,0.13,1.31,0.51,1.02
Zuid-Holland,2020-05-28,0.71,0.11,1.28,0.51,1.03
Zuid-Holland,2020-05-29,0.6900000000000001,0.12,1.3,0.47000000000000003,0.99
Zuid-Holland,2020-05-30,0.68,0.11,1.29,0.43,0.9500000000000001
Zuid-Holland,2020-05-31,0.59,0.04,1.16,0.32,0.8300000000000001
Zuid-Holland,2020-06-01,0.68,0.1,1.3,0.46,1.0
Zuid-Holland,2020-06-02,0.79,0.17,1.44,0.54,1.09
Zuid-Holland,2020-06-03,0.98,0.31,1.6400000000000001,0.76,1.32
Zuid-Holland,2020-06-04,1.1,0.46,1.79,0.88,1.43
Zuid-Holland,2020-06-05,1.1500000000000001,0.51,1.81,0.9400000000000001,1.48
Zuid-Holland,2020-06-06,1.23,0.6,1.87,0.99,1.51
Zuid-Holland,2020-06-07,1.25,0.64,1.8800000000000001,1.03,1.54
Zuid-Holland,2020-06-08,1.17,0.5700000000000001,1.79,0.9400000000000001,1.44
Zuid-Holland,2020-06-09,1.18,0.6,1.81,0.98,1.48
Zuid-Holland,2020-06-10,1.1500000000000001,0.58,1.78,0.93,1.42
Zuid-Holland,2020-06-11,1.11,0.53,1.72,0.9,1.3900000000000001
Zuid-Holland,2020-06-12,1.09,0.5,1.68,0.89,1.3800000000000001
Zuid-Holland,2020-06-13,1.0,0.41000000000000003,1.59,0.81,1.3
Zuid-Holland,2020-06-14,0.9500000000000001,0.37,1.56,0.74,1.23
Zuid-Holland,2020-06-15,0.91,0.31,1.5,0.73,1.23
Zuid-Holland,2020-06-16,0.8300000000000001,0.24,1.43,0.62,1.12
Zuid-Holland,2020-06-17,0.79,0.19,1.3800000000000001,0.59,1.1
Zuid-Holland,2020-06-18,0.77,0.18,1.3800000000000001,0.53,1.04
Zuid-Holland,2020-06-19,0.73,0.13,1.32,0.51,1.03
Zuid-Holland,2020-06-20,0.6900000000000001,0.11,1.29,0.44,0.96
Zuid-Holland,2020-06-21,0.64,0.07,1.23,0.44,0.97
Zuid-Holland,2020-06-22,0.65,0.08,1.26,0.39,0.92
Zuid-Holland,2020-06-23,0.68,0.08,1.29,0.46,1.01
Zuid-Holland,2020-06-24,0.68,0.08,1.3,0.43,0.98
Zuid-Holland,2020-06-25,0.76,0.12,1.4000000000000001,0.53,1.1
Zuid-Holland,2020-06-26,0.81,0.14,1.45,0.54,1.11
Zuid-Holland,2020-06-27,0.8300000000000001,0.18,1.51,0.6,1.18
Zuid-Holland,2020-06-28,1.23,0.55,1.94,0.98,1.55
Zuid-Holland,2020-06-29,1.75,1.12,2.44,1.51,2.05
Zuid-Holland,2020-06-30,1.8900000000000001,1.29,2.52,1.69,2.2
Zuid-Holland,2020-07-07,2.02,1.46,2.61,1.79,2.2600000000000002
Zuid-Holland,2020-07-14,2.08,1.56,2.63,1.8900000000000001,2.33
