state,date,ML,Low,High
Illinois,2020-03-21,2.09,1.9000000000000001,2.3000000000000003
Illinois,2020-03-22,1.94,1.76,2.12
Illinois,2020-03-23,1.8800000000000001,1.72,2.04
Illinois,2020-03-24,1.81,1.6600000000000001,1.95
Illinois,2020-03-25,1.75,1.6300000000000001,1.9000000000000001
Illinois,2020-03-26,1.75,1.6300000000000001,1.87
Illinois,2020-03-27,1.69,1.58,1.8
Illinois,2020-03-28,1.6500000000000001,1.56,1.77
Illinois,2020-03-29,1.61,1.52,1.71
Illinois,2020-03-30,1.52,1.43,1.61
Illinois,2020-03-31,1.47,1.3900000000000001,1.56
Illinois,2020-04-01,1.45,1.37,1.53
Illinois,2020-04-02,1.3800000000000001,1.3,1.45
Illinois,2020-04-03,1.35,1.28,1.43
Illinois,2020-04-04,1.3,1.23,1.37
Illinois,2020-04-05,1.26,1.19,1.33
Illinois,2020-04-06,1.25,1.18,1.31
Illinois,2020-04-07,1.23,1.17,1.3
Illinois,2020-04-08,1.2,1.1300000000000001,1.26
Illinois,2020-04-09,1.2,1.1300000000000001,1.25
Illinois,2020-04-10,1.16,1.1,1.22
Illinois,2020-04-11,1.1300000000000001,1.07,1.19
Illinois,2020-04-12,1.1,1.04,1.16
Illinois,2020-04-13,1.06,1.0,1.12
Illinois,2020-04-14,1.03,0.97,1.09
Illinois,2020-04-15,1.0,0.9400000000000001,1.06
Indiana,2020-03-06,2.0,0.34,6.43
Indiana,2020-03-07,2.35,0.48,5.72
Indiana,2020-03-08,2.43,0.64,4.98
Indiana,2020-03-09,2.35,0.72,4.39
Indiana,2020-03-10,2.0300000000000002,0.63,3.71
Indiana,2020-03-11,1.85,0.58,3.3200000000000003
Indiana,2020-03-12,1.86,0.68,3.25
Indiana,2020-03-13,1.6400000000000001,0.21,2.97
Indiana,2020-03-14,1.55,0.23,2.83
Indiana,2020-03-15,1.6,0.3,2.79
Indiana,2020-03-16,1.8,0.6,2.95
Indiana,2020-03-17,2.11,1.05,3.12
Indiana,2020-03-18,2.39,1.51,3.25
Indiana,2020-03-19,2.62,1.9100000000000001,3.33
Indiana,2020-03-20,2.65,2.09,3.25
Indiana,2020-03-21,2.59,2.13,3.08
Indiana,2020-03-22,2.46,2.07,2.86
Indiana,2020-03-23,2.34,2.0100000000000002,2.68
Indiana,2020-03-24,2.33,2.06,2.63
Indiana,2020-03-25,2.25,2.02,2.5100000000000002
Indiana,2020-03-26,2.15,1.94,2.36
Indiana,2020-03-27,2.02,1.83,2.2
Indiana,2020-03-28,1.8800000000000001,1.71,2.04
Indiana,2020-03-29,1.76,1.61,1.9100000000000001
Indiana,2020-03-30,1.67,1.54,1.82
Indiana,2020-03-31,1.57,1.44,1.7
Indiana,2020-04-01,1.5,1.3800000000000001,1.6300000000000001
Indiana,2020-04-02,1.43,1.31,1.54
Indiana,2020-04-03,1.37,1.26,1.48
Indiana,2020-04-04,1.33,1.22,1.43
Indiana,2020-04-05,1.28,1.18,1.3900000000000001
Indiana,2020-04-06,1.22,1.12,1.32
Indiana,2020-04-07,1.18,1.08,1.28
Indiana,2020-04-08,1.12,1.02,1.21
Indiana,2020-04-09,1.08,0.99,1.18
Indiana,2020-04-10,1.03,0.9400000000000001,1.1300000000000001
Indiana,2020-04-11,0.98,0.88,1.07
Indiana,2020-04-12,0.9400000000000001,0.84,1.03
Indiana,2020-04-13,0.9,0.81,1.01
Indiana,2020-04-14,0.86,0.76,0.96
Indiana,2020-04-15,0.84,0.74,0.9400000000000001
Iowa,2020-03-08,2.0,0.34,6.43
Iowa,2020-03-09,1.37,0.33,3.0100000000000002
Iowa,2020-03-10,1.18,0.31,2.5
Iowa,2020-03-11,1.0,0.27,2.15
Iowa,2020-03-12,1.0,0.27,2.07
Iowa,2020-03-13,0.9400000000000001,0.26,1.95
Iowa,2020-03-14,0.9400000000000001,0.27,1.92
Iowa,2020-03-15,0.7000000000000001,0.0,1.75
Iowa,2020-03-16,1.0,0.0,2.0100000000000002
Iowa,2020-03-17,1.3,0.18,2.4
Iowa,2020-03-18,1.7,0.54,2.74
Iowa,2020-03-19,1.92,0.9,2.88
Iowa,2020-03-20,2.1,1.23,2.96
Iowa,2020-03-21,2.05,1.3,2.82
Iowa,2020-03-22,1.92,1.24,2.59
Iowa,2020-03-23,1.85,1.25,2.47
Iowa,2020-03-24,1.85,1.3,2.39
Iowa,2020-03-25,1.85,1.35,2.33
Iowa,2020-03-26,1.81,1.3800000000000001,2.27
Iowa,2020-03-27,1.81,1.41,2.21
Iowa,2020-03-28,1.79,1.43,2.16
Iowa,2020-03-29,1.71,1.3800000000000001,2.05
Iowa,2020-03-30,1.61,1.31,1.93
Iowa,2020-03-31,1.5,1.22,1.8
Iowa,2020-04-01,1.41,1.1400000000000001,1.69
Iowa,2020-04-02,1.35,1.1,1.6300000000000001
Iowa,2020-04-03,1.27,1.02,1.53
Iowa,2020-04-04,1.21,0.97,1.47
Iowa,2020-04-05,1.2,0.97,1.46
Iowa,2020-04-06,1.2,0.97,1.44
Iowa,2020-04-07,1.22,0.99,1.45
Iowa,2020-04-08,1.24,1.02,1.47
Iowa,2020-04-09,1.23,1.0,1.43
Iowa,2020-04-10,1.22,1.0,1.42
Iowa,2020-04-11,1.21,1.0,1.41
Iowa,2020-04-12,1.18,0.98,1.3800000000000001
Iowa,2020-04-13,1.17,0.98,1.3800000000000001
Iowa,2020-04-14,1.1500000000000001,0.96,1.35
Iowa,2020-04-15,1.12,0.93,1.31
Kansas,2020-03-09,2.0,0.34,6.43
Kansas,2020-03-10,1.8800000000000001,0.38,5.01
Kansas,2020-03-11,2.17,0.51,4.99
Kansas,2020-03-12,2.2800000000000002,0.61,4.59
Kansas,2020-03-13,2.0,0.56,3.9
Kansas,2020-03-14,2.0300000000000002,0.63,3.71
Kansas,2020-03-15,2.0,0.7000000000000001,3.5100000000000002
Kansas,2020-03-16,2.25,0.68,3.72
Kansas,2020-03-17,2.41,1.08,3.67
Kansas,2020-03-18,2.2,1.07,3.3000000000000003
Kansas,2020-03-19,2.11,1.1300000000000001,3.0700000000000003
Kansas,2020-03-20,2.0100000000000002,1.1500000000000001,2.86
Kansas,2020-03-21,1.85,1.08,2.62
Kansas,2020-03-22,1.82,1.1400000000000001,2.5300000000000002
Kansas,2020-03-23,1.79,1.16,2.42
Kansas,2020-03-24,1.8,1.24,2.38
Kansas,2020-03-25,1.8800000000000001,1.37,2.39
Kansas,2020-03-26,1.9000000000000001,1.44,2.35
Kansas,2020-03-27,1.83,1.42,2.24
Kansas,2020-03-28,1.77,1.4000000000000001,2.15
Kansas,2020-03-29,1.6500000000000001,1.31,2.0
Kansas,2020-03-30,1.55,1.22,1.86
Kansas,2020-03-31,1.45,1.1500000000000001,1.76
Kansas,2020-04-01,1.36,1.07,1.6500000000000001
Kansas,2020-04-02,1.27,0.99,1.55
Kansas,2020-04-03,1.25,0.99,1.54
Kansas,2020-04-04,1.2,0.93,1.46
Kansas,2020-04-05,1.22,0.97,1.49
Kansas,2020-04-06,1.22,0.97,1.47
Kansas,2020-04-07,1.21,0.97,1.46
Kansas,2020-04-08,1.2,0.97,1.45
Kansas,2020-04-09,1.16,0.93,1.4000000000000001
Kansas,2020-04-10,1.08,0.85,1.32
Kansas,2020-04-11,1.02,0.79,1.25
Kansas,2020-04-12,0.91,0.68,1.1500000000000001
Kansas,2020-04-13,0.86,0.63,1.11
Kansas,2020-04-14,0.8200000000000001,0.58,1.07
Kansas,2020-04-15,0.76,0.51,1.01
Kentucky,2020-03-06,2.0,0.34,6.43
Kentucky,2020-03-07,2.17,0.51,4.99
Kentucky,2020-03-08,1.8900000000000001,0.47000000000000003,3.98
Kentucky,2020-03-09,1.73,0.46,3.52
Kentucky,2020-03-10,1.6400000000000001,0.45,3.23
Kentucky,2020-03-11,1.7,0.54,3.21
Kentucky,2020-03-12,1.73,0.5700000000000001,3.08
Kentucky,2020-03-13,1.6400000000000001,0.21,2.97
Kentucky,2020-03-14,1.42,0.13,2.66
Kentucky,2020-03-15,1.5,0.21,2.7
Kentucky,2020-03-16,1.6500000000000001,0.39,2.8000000000000003
Kentucky,2020-03-17,1.8900000000000001,0.76,2.98
Kentucky,2020-03-18,1.99,0.99,2.96
Kentucky,2020-03-19,2.09,1.22,2.94
Kentucky,2020-03-20,2.08,1.32,2.82
Kentucky,2020-03-21,2.02,1.35,2.67
Kentucky,2020-03-22,1.97,1.3800000000000001,2.5500000000000003
Kentucky,2020-03-23,1.94,1.42,2.46
Kentucky,2020-03-24,1.8800000000000001,1.4000000000000001,2.33
Kentucky,2020-03-25,1.8800000000000001,1.47,2.31
Kentucky,2020-03-26,1.8,1.43,2.19
Kentucky,2020-03-27,1.7,1.37,2.07
Kentucky,2020-03-28,1.6400000000000001,1.32,1.96
Kentucky,2020-03-29,1.57,1.27,1.87
Kentucky,2020-03-30,1.49,1.21,1.77
Kentucky,2020-03-31,1.3900000000000001,1.1300000000000001,1.67
Kentucky,2020-04-01,1.31,1.06,1.58
Kentucky,2020-04-02,1.27,1.03,1.53
Kentucky,2020-04-03,1.22,0.99,1.48
Kentucky,2020-04-04,1.24,1.01,1.48
Kentucky,2020-04-05,1.26,1.04,1.5
Kentucky,2020-04-06,1.29,1.07,1.51
Kentucky,2020-04-07,1.35,1.1400000000000001,1.56
Kentucky,2020-04-08,1.34,1.1300000000000001,1.53
Kentucky,2020-04-09,1.31,1.12,1.51
Kentucky,2020-04-10,1.29,1.11,1.49
Kentucky,2020-04-11,1.19,1.01,1.3800000000000001
Kentucky,2020-04-12,1.11,0.93,1.29
Kentucky,2020-04-13,1.03,0.86,1.22
Kentucky,2020-04-14,0.9400000000000001,0.76,1.12
Kentucky,2020-04-15,0.9,0.72,1.09
Louisiana,2020-03-09,2.0,0.34,6.43
Louisiana,2020-03-10,2.23,0.75,3.92
Louisiana,2020-03-11,2.5300000000000002,1.31,3.73
Louisiana,2020-03-12,2.4,1.47,3.3200000000000003
Louisiana,2020-03-13,2.35,1.61,3.09
Louisiana,2020-03-14,2.34,1.74,2.95
Louisiana,2020-03-15,2.2800000000000002,1.79,2.8000000000000003
Louisiana,2020-03-16,2.27,1.84,2.69
Louisiana,2020-03-17,2.23,1.87,2.6
Louisiana,2020-03-18,2.24,1.93,2.56
Louisiana,2020-03-19,2.11,1.85,2.4
Louisiana,2020-03-20,2.07,1.84,2.32
Louisiana,2020-03-21,1.96,1.74,2.16
Louisiana,2020-03-22,1.9000000000000001,1.72,2.1
Louisiana,2020-03-23,1.8800000000000001,1.71,2.05
Louisiana,2020-03-24,1.84,1.69,2.0
Louisiana,2020-03-25,1.79,1.6500000000000001,1.93
Louisiana,2020-03-26,1.7,1.58,1.84
Louisiana,2020-03-27,1.57,1.46,1.7
Louisiana,2020-03-28,1.56,1.44,1.6600000000000001
Louisiana,2020-03-29,1.57,1.47,1.68
Louisiana,2020-03-30,1.73,1.6400000000000001,1.83
Louisiana,2020-03-31,1.81,1.73,1.9000000000000001
Louisiana,2020-04-01,1.86,1.79,1.95
Louisiana,2020-04-02,1.79,1.71,1.85
Louisiana,2020-04-03,1.69,1.62,1.75
Louisiana,2020-04-04,1.53,1.47,1.59
Louisiana,2020-04-05,1.3900000000000001,1.33,1.45
Louisiana,2020-04-06,1.2,1.1400000000000001,1.25
Louisiana,2020-04-07,1.07,1.01,1.12
Louisiana,2020-04-08,0.9,0.84,0.9500000000000001
Louisiana,2020-04-09,0.79,0.74,0.86
Louisiana,2020-04-10,0.68,0.62,0.74
Louisiana,2020-04-11,0.61,0.55,0.68
Louisiana,2020-04-12,0.5700000000000001,0.5,0.63
Louisiana,2020-04-13,0.54,0.47000000000000003,0.61
Louisiana,2020-04-14,0.49,0.42,0.5700000000000001
Louisiana,2020-04-15,0.49,0.41000000000000003,0.5700000000000001
Maine,2020-03-12,2.0,0.34,6.43
Maine,2020-03-13,1.8900000000000001,0.47000000000000003,3.98
Maine,2020-03-14,2.35,0.85,3.98
Maine,2020-03-15,2.23,1.0,3.54
Maine,2020-03-16,2.1,1.06,3.18
Maine,2020-03-17,1.99,1.09,2.91
Maine,2020-03-18,1.81,1.03,2.63
Maine,2020-03-19,1.6600000000000001,0.89,2.43
Maine,2020-03-20,1.6300000000000001,0.92,2.34
Maine,2020-03-21,1.49,0.8300000000000001,2.17
Maine,2020-03-22,1.46,0.8300000000000001,2.09
Maine,2020-03-23,1.41,0.8200000000000001,2.02
Maine,2020-03-24,1.33,0.76,1.9100000000000001
Maine,2020-03-25,1.37,0.8200000000000001,1.92
Maine,2020-03-26,1.42,0.9,1.94
Maine,2020-03-27,1.45,0.97,1.96
Maine,2020-03-28,1.47,1.01,1.94
Maine,2020-03-29,1.45,1.01,1.8900000000000001
Maine,2020-03-30,1.4000000000000001,0.99,1.83
Maine,2020-03-31,1.41,1.02,1.82
Maine,2020-04-01,1.34,0.96,1.72
Maine,2020-04-02,1.25,0.89,1.6300000000000001
Maine,2020-04-03,1.17,0.81,1.53
Maine,2020-04-04,1.05,0.7000000000000001,1.42
Maine,2020-04-05,0.92,0.5700000000000001,1.3
Maine,2020-04-06,0.85,0.48,1.22
Maine,2020-04-07,0.76,0.38,1.1400000000000001
Maine,2020-04-08,0.75,0.37,1.16
Maine,2020-04-09,0.75,0.36,1.17
Maine,2020-04-10,0.8300000000000001,0.42,1.25
Maine,2020-04-11,0.98,0.5700000000000001,1.4000000000000001
Maine,2020-04-12,1.17,0.77,1.58
Maine,2020-04-13,1.29,0.89,1.67
Maine,2020-04-14,1.35,0.98,1.73
Maine,2020-04-15,1.31,0.9500000000000001,1.67
Maryland,2020-03-05,2.0,0.34,6.43
Maryland,2020-03-06,1.8800000000000001,0.38,5.01
Maryland,2020-03-07,2.17,0.51,4.99
Maryland,2020-03-08,2.2800000000000002,0.61,4.59
Maryland,2020-03-09,2.0,0.56,3.9
Maryland,2020-03-10,2.0300000000000002,0.63,3.71
Maryland,2020-03-11,2.16,0.8200000000000001,3.69
Maryland,2020-03-12,2.2,0.66,3.64
Maryland,2020-03-13,2.15,0.79,3.4
Maryland,2020-03-14,2.07,0.91,3.21
Maryland,2020-03-15,2.17,1.17,3.16
Maryland,2020-03-16,2.24,1.3900000000000001,3.09
Maryland,2020-03-17,2.3000000000000003,1.56,3.0
Maryland,2020-03-18,2.23,1.62,2.86
Maryland,2020-03-19,2.17,1.6400000000000001,2.71
Maryland,2020-03-20,2.06,1.6,2.54
Maryland,2020-03-21,1.94,1.52,2.35
Maryland,2020-03-22,1.82,1.44,2.19
Maryland,2020-03-23,1.81,1.48,2.16
Maryland,2020-03-24,1.85,1.55,2.16
Maryland,2020-03-25,1.98,1.71,2.25
Maryland,2020-03-26,2.0,1.77,2.25
Maryland,2020-03-27,1.94,1.74,2.17
Maryland,2020-03-28,1.85,1.6500000000000001,2.0300000000000002
Maryland,2020-03-29,1.75,1.58,1.93
Maryland,2020-03-30,1.6500000000000001,1.49,1.81
Maryland,2020-03-31,1.59,1.45,1.75
Maryland,2020-04-01,1.52,1.3800000000000001,1.6600000000000001
Maryland,2020-04-02,1.48,1.35,1.62
Maryland,2020-04-03,1.45,1.32,1.57
Maryland,2020-04-04,1.3900000000000001,1.28,1.52
Maryland,2020-04-05,1.43,1.32,1.55
Maryland,2020-04-06,1.45,1.35,1.57
Maryland,2020-04-07,1.48,1.37,1.57
Maryland,2020-04-08,1.48,1.3800000000000001,1.57
Maryland,2020-04-09,1.42,1.33,1.51
Maryland,2020-04-10,1.35,1.26,1.43
Maryland,2020-04-11,1.29,1.2,1.37
Maryland,2020-04-12,1.16,1.08,1.24
Maryland,2020-04-13,1.09,1.0,1.16
Maryland,2020-04-14,1.0,0.91,1.07
Maryland,2020-04-15,0.91,0.8300000000000001,1.0
Massachusetts,2020-03-02,2.0,0.34,6.43
Massachusetts,2020-03-03,1.8800000000000001,0.38,5.01
Massachusetts,2020-03-04,2.65,0.68,5.5600000000000005
Massachusetts,2020-03-05,3.14,1.1500000000000001,5.3100000000000005
Massachusetts,2020-03-06,3.2800000000000002,1.62,4.84
Massachusetts,2020-03-07,3.42,2.19,4.57
Massachusetts,2020-03-08,2.99,2.07,3.89
Massachusetts,2020-03-09,2.6,1.85,3.36
Massachusetts,2020-03-10,2.22,1.59,2.89
Massachusetts,2020-03-11,1.87,1.29,2.45
Massachusetts,2020-03-12,1.62,1.1,2.18
Massachusetts,2020-03-13,1.47,0.96,1.97
Massachusetts,2020-03-14,1.29,0.81,1.79
Massachusetts,2020-03-15,1.27,0.81,1.76
Massachusetts,2020-03-16,1.33,0.89,1.8
Massachusetts,2020-03-17,1.49,1.05,1.9000000000000001
Massachusetts,2020-03-18,1.72,1.33,2.11
Massachusetts,2020-03-19,1.9000000000000001,1.56,2.2600000000000002
Massachusetts,2020-03-20,1.96,1.6500000000000001,2.27
Massachusetts,2020-03-21,2.12,1.85,2.39
Massachusetts,2020-03-22,2.33,2.11,2.57
Massachusetts,2020-03-23,2.42,2.22,2.6
Massachusetts,2020-03-24,2.44,2.2800000000000002,2.6
Massachusetts,2020-03-25,2.38,2.24,2.5100000000000002
Massachusetts,2020-03-26,2.21,2.09,2.32
Massachusetts,2020-03-27,2.0300000000000002,1.93,2.14
Massachusetts,2020-03-28,1.84,1.75,1.94
Massachusetts,2020-03-29,1.67,1.58,1.75
Massachusetts,2020-03-30,1.55,1.47,1.6300000000000001
Massachusetts,2020-03-31,1.45,1.3800000000000001,1.53
Massachusetts,2020-04-01,1.3800000000000001,1.31,1.46
Massachusetts,2020-04-02,1.32,1.25,1.3900000000000001
Massachusetts,2020-04-03,1.27,1.2,1.34
Massachusetts,2020-04-04,1.23,1.17,1.3
Massachusetts,2020-04-05,1.21,1.1500000000000001,1.28
Massachusetts,2020-04-06,1.22,1.16,1.29
Massachusetts,2020-04-07,1.23,1.17,1.29
Massachusetts,2020-04-08,1.25,1.19,1.31
Massachusetts,2020-04-09,1.29,1.24,1.36
Massachusetts,2020-04-10,1.29,1.24,1.35
Massachusetts,2020-04-11,1.27,1.21,1.32
Massachusetts,2020-04-12,1.22,1.17,1.27
Massachusetts,2020-04-13,1.1500000000000001,1.1,1.2
Massachusetts,2020-04-14,1.07,1.02,1.12
Massachusetts,2020-04-15,1.0,0.9400000000000001,1.04
Michigan,2020-03-10,2.0,0.34,6.43
Michigan,2020-03-11,1.77,0.55,3.36
Michigan,2020-03-12,1.87,0.76,3.06
Michigan,2020-03-13,1.72,0.8,2.7
Michigan,2020-03-14,1.58,0.78,2.42
Michigan,2020-03-15,1.54,0.8300000000000001,2.3000000000000003
Michigan,2020-03-16,2.4,1.79,3.04
Michigan,2020-03-17,2.98,2.5100000000000002,3.47
Michigan,2020-03-18,3.15,2.79,3.52
Michigan,2020-03-19,2.94,2.66,3.24
Michigan,2020-03-20,2.65,2.42,2.89
Michigan,2020-03-21,2.42,2.22,2.61
Michigan,2020-03-22,2.24,2.08,2.42
Michigan,2020-03-23,2.06,1.92,2.22
Michigan,2020-03-24,1.95,1.82,2.08
Michigan,2020-03-25,1.8800000000000001,1.77,2.0100000000000002
Michigan,2020-03-26,1.8,1.69,1.9000000000000001
Michigan,2020-03-27,1.75,1.6500000000000001,1.85
Michigan,2020-03-28,1.68,1.59,1.77
Michigan,2020-03-29,1.6500000000000001,1.56,1.73
Michigan,2020-03-30,1.61,1.54,1.7
Michigan,2020-03-31,1.58,1.51,1.6500000000000001
Michigan,2020-04-01,1.53,1.47,1.61
Michigan,2020-04-02,1.47,1.41,1.54
Michigan,2020-04-03,1.4000000000000001,1.34,1.46
Michigan,2020-04-04,1.33,1.27,1.3900000000000001
Michigan,2020-04-05,1.24,1.18,1.29
Michigan,2020-04-06,1.16,1.1,1.21
Michigan,2020-04-07,1.07,1.02,1.1300000000000001
Michigan,2020-04-08,0.99,0.9400000000000001,1.05
Michigan,2020-04-09,0.91,0.85,0.96
Michigan,2020-04-10,0.84,0.78,0.89
Michigan,2020-04-11,0.8,0.74,0.86
Michigan,2020-04-12,0.78,0.72,0.84
Michigan,2020-04-13,0.79,0.73,0.85
Michigan,2020-04-14,0.81,0.75,0.88
Michigan,2020-04-15,0.85,0.78,0.91
Minnesota,2020-03-06,2.0,0.34,6.43
Minnesota,2020-03-07,1.8800000000000001,0.38,5.01
Minnesota,2020-03-08,1.8,0.38,4.45
Minnesota,2020-03-09,2.05,0.5,4.54
Minnesota,2020-03-10,2.17,0.61,4.33
Minnesota,2020-03-11,2.4,0.77,4.2
Minnesota,2020-03-12,2.71,1.21,4.25
Minnesota,2020-03-13,2.86,1.48,4.15
Minnesota,2020-03-14,2.58,1.48,3.67
Minnesota,2020-03-15,2.41,1.48,3.31
Minnesota,2020-03-16,2.08,1.28,2.88
Minnesota,2020-03-17,1.95,1.24,2.66
Minnesota,2020-03-18,1.79,1.16,2.45
Minnesota,2020-03-19,1.71,1.12,2.3000000000000003
Minnesota,2020-03-20,1.71,1.18,2.2600000000000002
Minnesota,2020-03-21,1.73,1.24,2.22
Minnesota,2020-03-22,1.6600000000000001,1.22,2.13
Minnesota,2020-03-23,1.6400000000000001,1.24,2.08
Minnesota,2020-03-24,1.56,1.18,1.96
Minnesota,2020-03-25,1.51,1.1500000000000001,1.8800000000000001
Minnesota,2020-03-26,1.45,1.11,1.8
Minnesota,2020-03-27,1.3900000000000001,1.06,1.72
Minnesota,2020-03-28,1.34,1.03,1.6600000000000001
Minnesota,2020-03-29,1.31,1.02,1.6300000000000001
Minnesota,2020-03-30,1.25,0.96,1.55
Minnesota,2020-03-31,1.21,0.91,1.48
Minnesota,2020-04-01,1.18,0.9,1.46
Minnesota,2020-04-02,1.1400000000000001,0.86,1.41
Minnesota,2020-04-03,1.1,0.84,1.3900000000000001
Minnesota,2020-04-04,1.08,0.8200000000000001,1.36
Minnesota,2020-04-05,1.08,0.81,1.34
Minnesota,2020-04-06,1.11,0.86,1.3900000000000001
Minnesota,2020-04-07,1.17,0.92,1.44
Minnesota,2020-04-08,1.2,0.9400000000000001,1.44
Minnesota,2020-04-09,1.28,1.04,1.53
Minnesota,2020-04-10,1.3,1.07,1.54
Minnesota,2020-04-11,1.26,1.03,1.48
Minnesota,2020-04-12,1.21,0.99,1.43
Minnesota,2020-04-13,1.1400000000000001,0.93,1.37
Minnesota,2020-04-14,1.06,0.84,1.27
Minnesota,2020-04-15,1.01,0.8,1.23
Mississippi,2020-03-11,2.0,0.34,6.43
Mississippi,2020-03-12,2.05,0.5,4.54
Mississippi,2020-03-13,1.78,0.48,3.67
Mississippi,2020-03-14,1.98,0.61,3.59
Mississippi,2020-03-15,2.02,0.77,3.44
Mississippi,2020-03-16,2.29,1.12,3.5100000000000002
Mississippi,2020-03-17,2.43,1.42,3.43
Mississippi,2020-03-18,2.71,1.87,3.54
Mississippi,2020-03-19,2.75,2.08,3.42
Mississippi,2020-03-20,2.62,2.09,3.19
Mississippi,2020-03-21,2.4,1.95,2.87
Mississippi,2020-03-22,2.18,1.78,2.57
Mississippi,2020-03-23,2.0100000000000002,1.6600000000000001,2.36
Mississippi,2020-03-24,1.85,1.55,2.18
Mississippi,2020-03-25,1.71,1.44,2.02
Mississippi,2020-03-26,1.58,1.32,1.86
Mississippi,2020-03-27,1.48,1.24,1.75
Mississippi,2020-03-28,1.37,1.1300000000000001,1.61
Mississippi,2020-03-29,1.31,1.07,1.53
Mississippi,2020-03-30,1.25,1.03,1.48
Mississippi,2020-03-31,1.25,1.04,1.48
Mississippi,2020-04-01,1.24,1.02,1.44
Mississippi,2020-04-02,1.25,1.05,1.46
Mississippi,2020-04-03,1.24,1.04,1.44
Mississippi,2020-04-04,1.25,1.06,1.45
Mississippi,2020-04-05,1.21,1.03,1.41
Mississippi,2020-04-06,1.22,1.04,1.41
Mississippi,2020-04-07,1.2,1.03,1.3900000000000001
Mississippi,2020-04-08,1.22,1.05,1.4000000000000001
Mississippi,2020-04-09,1.19,1.02,1.36
Mississippi,2020-04-10,1.18,1.01,1.34
Mississippi,2020-04-11,1.1300000000000001,0.97,1.3
Mississippi,2020-04-12,1.1400000000000001,0.98,1.3
Mississippi,2020-04-13,1.1,0.9400000000000001,1.26
Mississippi,2020-04-14,1.09,0.9400000000000001,1.26
Mississippi,2020-04-15,1.08,0.93,1.24
Missouri,2020-03-10,2.0,0.34,6.43
Missouri,2020-03-11,1.8800000000000001,0.38,5.01
Missouri,2020-03-12,1.8,0.38,4.45
Missouri,2020-03-13,2.05,0.5,4.54
Missouri,2020-03-14,2.48,0.74,4.64
Missouri,2020-03-15,2.3000000000000003,0.76,4.05
Missouri,2020-03-16,2.47,1.04,3.98
Missouri,2020-03-17,3.08,1.76,4.36
Missouri,2020-03-18,3.0,1.98,4.0
Missouri,2020-03-19,2.86,2.05,3.65
Missouri,2020-03-20,2.64,1.97,3.27
Missouri,2020-03-21,2.45,1.92,3.0100000000000002
Missouri,2020-03-22,2.43,1.98,2.89
Missouri,2020-03-23,2.36,1.99,2.7600000000000002
Missouri,2020-03-24,2.27,1.96,2.62
Missouri,2020-03-25,2.18,1.9100000000000001,2.48
Missouri,2020-03-26,1.98,1.73,2.23
Missouri,2020-03-27,1.81,1.58,2.0300000000000002
Missouri,2020-03-28,1.71,1.51,1.93
Missouri,2020-03-29,1.61,1.42,1.81
Missouri,2020-03-30,1.55,1.37,1.73
Missouri,2020-03-31,1.51,1.34,1.68
Missouri,2020-04-01,1.43,1.27,1.59
Missouri,2020-04-02,1.35,1.2,1.51
Missouri,2020-04-03,1.29,1.1500000000000001,1.45
Missouri,2020-04-04,1.22,1.08,1.37
Missouri,2020-04-05,1.2,1.06,1.34
Missouri,2020-04-06,1.16,1.03,1.31
Missouri,2020-04-07,1.12,0.99,1.26
Missouri,2020-04-08,1.09,0.96,1.23
Missouri,2020-04-09,1.06,0.93,1.2
Missouri,2020-04-10,1.01,0.88,1.1500000000000001
Missouri,2020-04-11,1.0,0.87,1.1400000000000001
Missouri,2020-04-12,0.96,0.8300000000000001,1.1
Missouri,2020-04-13,0.9400000000000001,0.81,1.08
Missouri,2020-04-14,0.92,0.79,1.06
Missouri,2020-04-15,0.92,0.79,1.07
Montana,2020-03-13,2.0,0.34,6.43
Montana,2020-03-14,1.49,0.3,3.72
Montana,2020-03-15,1.6400000000000001,0.4,3.7
Montana,2020-03-16,1.73,0.46,3.52
Montana,2020-03-17,1.77,0.55,3.36
Montana,2020-03-18,1.8900000000000001,0.67,3.29
Montana,2020-03-19,1.92,0.77,3.14
Montana,2020-03-20,1.87,0.61,3.04
Montana,2020-03-21,1.95,0.8300000000000001,3.0100000000000002
Montana,2020-03-22,1.83,0.84,2.81
Montana,2020-03-23,1.84,0.9400000000000001,2.71
Montana,2020-03-24,1.98,1.2,2.77
Montana,2020-03-25,1.95,1.24,2.63
Montana,2020-03-26,1.8900000000000001,1.28,2.5300000000000002
Montana,2020-03-27,1.77,1.2,2.33
Montana,2020-03-28,1.6300000000000001,1.12,2.17
Montana,2020-03-29,1.48,1.0,1.99
Montana,2020-03-30,1.33,0.87,1.82
Montana,2020-03-31,1.18,0.71,1.6300000000000001
Montana,2020-04-01,1.1,0.63,1.54
Montana,2020-04-02,1.01,0.56,1.47
Montana,2020-04-03,0.96,0.51,1.43
Montana,2020-04-04,0.9,0.45,1.3800000000000001
Montana,2020-04-05,0.87,0.4,1.34
Montana,2020-04-06,0.85,0.38,1.34
Montana,2020-04-07,0.8300000000000001,0.35000000000000003,1.33
Montana,2020-04-08,0.79,0.3,1.3
Montana,2020-04-09,0.75,0.25,1.28
Montana,2020-04-10,0.71,0.19,1.24
Montana,2020-04-11,0.71,0.17,1.25
Montana,2020-04-12,0.6900000000000001,0.15,1.26
Montana,2020-04-13,0.6900000000000001,0.13,1.27
Montana,2020-04-14,0.63,0.07,1.21
Montana,2020-04-15,0.6,0.02,1.16
