Provincienaam,Datum,ML,Low_90,High_90,Low_50,High_50
Flevoland,2020-03-25,2.08,1.04,3.23,1.7,2.61
Flevoland,2020-03-26,2.04,1.03,3.13,1.6600000000000001,2.5300000000000002
Flevoland,2020-03-27,1.95,1.0,3.02,1.55,2.38
Flevoland,2020-03-28,1.97,1.02,2.97,1.6400000000000001,2.45
Flevoland,2020-03-29,1.97,1.07,2.95,1.6600000000000001,2.44
Flevoland,2020-03-30,1.92,1.06,2.87,1.62,2.37
Flevoland,2020-03-31,1.87,1.03,2.77,1.57,2.29
Flevoland,2020-04-01,1.78,0.98,2.66,1.47,2.16
Flevoland,2020-04-02,1.75,0.96,2.59,1.45,2.12
Flevoland,2020-04-03,1.6500000000000001,0.89,2.48,1.34,1.99
Flevoland,2020-04-04,1.53,0.77,2.32,1.26,1.9000000000000001
Flevoland,2020-04-05,1.5,0.75,2.2800000000000002,1.22,1.85
Flevoland,2020-04-06,1.43,0.68,2.19,1.1400000000000001,1.76
Flevoland,2020-04-07,1.41,0.67,2.17,1.1500000000000001,1.77
Flevoland,2020-04-08,1.5,0.79,2.2800000000000002,1.22,1.83
Flevoland,2020-04-09,1.46,0.73,2.19,1.18,1.78
Flevoland,2020-04-10,1.54,0.84,2.2800000000000002,1.26,1.85
Flevoland,2020-04-11,1.49,0.79,2.2,1.23,1.81
Flevoland,2020-04-12,1.42,0.75,2.14,1.16,1.73
Flevoland,2020-04-13,1.42,0.74,2.11,1.2,1.77
Flevoland,2020-04-14,1.41,0.72,2.07,1.18,1.74
Flevoland,2020-04-15,1.4000000000000001,0.76,2.1,1.16,1.71
Flevoland,2020-04-16,1.41,0.78,2.1,1.16,1.7
Flevoland,2020-04-17,1.35,0.72,2.02,1.1400000000000001,1.68
Flevoland,2020-04-18,1.35,0.73,2.02,1.12,1.6500000000000001
Flevoland,2020-04-19,1.32,0.68,1.95,1.12,1.6500000000000001
Flevoland,2020-04-20,1.27,0.64,1.9000000000000001,1.05,1.57
Flevoland,2020-04-21,1.17,0.56,1.82,0.96,1.48
Flevoland,2020-04-22,1.12,0.5,1.76,0.9,1.42
Flevoland,2020-04-23,1.11,0.5,1.77,0.88,1.4000000000000001
Flevoland,2020-04-24,1.1,0.48,1.75,0.86,1.3800000000000001
Flevoland,2020-04-25,1.03,0.42,1.7,0.8300000000000001,1.36
Flevoland,2020-04-26,0.99,0.37,1.6600000000000001,0.76,1.29
Flevoland,2020-04-27,0.92,0.28,1.57,0.71,1.25
Flevoland,2020-04-28,0.92,0.29,1.6,0.67,1.21
Flevoland,2020-04-29,0.9,0.26,1.58,0.67,1.22
Flevoland,2020-04-30,0.86,0.21,1.53,0.63,1.19
Flevoland,2020-05-01,0.86,0.18,1.51,0.64,1.21
Flevoland,2020-05-02,0.89,0.21,1.57,0.61,1.18
Flevoland,2020-05-03,0.92,0.22,1.6,0.66,1.24
Flevoland,2020-05-04,0.92,0.22,1.61,0.6900000000000001,1.28
Flevoland,2020-05-05,0.92,0.22,1.62,0.67,1.26
Flevoland,2020-05-06,0.93,0.22,1.6300000000000001,0.6900000000000001,1.29
Flevoland,2020-05-07,0.98,0.25,1.68,0.73,1.33
Flevoland,2020-05-08,0.96,0.25,1.68,0.7000000000000001,1.3
Flevoland,2020-05-09,0.93,0.2,1.62,0.65,1.25
Flevoland,2020-05-10,0.9,0.19,1.61,0.66,1.27
Flevoland,2020-05-11,0.88,0.16,1.57,0.62,1.23
Flevoland,2020-05-12,0.85,0.12,1.52,0.56,1.17
Flevoland,2020-05-13,0.79,0.09,1.46,0.47000000000000003,1.08
Flevoland,2020-05-14,0.76,0.07,1.43,0.5,1.12
Flevoland,2020-05-15,0.76,0.06,1.43,0.5,1.1300000000000001
Flevoland,2020-05-16,0.76,0.05,1.43,0.51,1.1500000000000001
Flevoland,2020-05-17,0.84,0.1,1.55,0.55,1.2
Flevoland,2020-05-18,0.84,0.11,1.57,0.58,1.24
Flevoland,2020-05-19,0.88,0.12,1.61,0.5700000000000001,1.23
Flevoland,2020-05-20,0.88,0.09,1.58,0.61,1.28
Flevoland,2020-05-21,0.85,0.07,1.54,0.51,1.17
Flevoland,2020-05-22,0.81,0.06,1.51,0.48,1.1400000000000001
Flevoland,2020-05-23,0.81,0.07,1.53,0.52,1.19
Flevoland,2020-05-24,0.73,0.05,1.46,0.44,1.1
Flevoland,2020-05-25,0.73,0.04,1.46,0.45,1.12
Flevoland,2020-05-26,0.73,0.04,1.47,0.41000000000000003,1.08
Flevoland,2020-05-27,0.78,0.04,1.51,0.49,1.18
Flevoland,2020-05-28,0.78,0.04,1.52,0.46,1.1500000000000001
Flevoland,2020-05-29,0.78,0.05,1.54,0.49,1.19
Flevoland,2020-05-30,0.73,0.03,1.49,0.42,1.11
Flevoland,2020-05-31,0.78,0.06,1.57,0.49,1.2
Flevoland,2020-06-02,0.79,0.03,1.54,0.47000000000000003,1.18
Flevoland,2020-06-03,0.79,0.04,1.56,0.44,1.1500000000000001
Flevoland,2020-06-04,0.79,0.05,1.58,0.49,1.21
Flevoland,2020-06-05,0.74,0.01,1.5,0.44,1.1500000000000001
Flevoland,2020-06-06,0.74,0.02,1.52,0.4,1.11
Flevoland,2020-06-07,0.74,0.03,1.54,0.44,1.16
Flevoland,2020-06-08,0.67,0.03,1.51,0.32,1.02
Flevoland,2020-06-09,0.67,0.03,1.52,0.37,1.08
Flevoland,2020-06-10,0.67,0.0,1.49,0.33,1.04
Flevoland,2020-06-11,0.67,0.01,1.51,0.37,1.09
Flevoland,2020-06-12,0.66,0.01,1.52,0.34,1.06
Flevoland,2020-06-13,0.73,0.01,1.57,0.37,1.11
Flevoland,2020-06-14,0.74,0.02,1.59,0.43,1.18
Flevoland,2020-06-15,0.74,0.04,1.62,0.41000000000000003,1.16
Flevoland,2020-06-16,0.74,0.02,1.6,0.4,1.1500000000000001
Friesland,2020-03-10,3.0,1.01,6.99,2.04,4.45
Friesland,2020-03-11,2.77,0.99,5.82,1.94,3.94
Friesland,2020-03-12,2.62,0.9500000000000001,5.23,1.9000000000000001,3.69
Friesland,2020-03-13,2.5,0.97,4.91,1.84,3.49
Friesland,2020-03-14,2.4,0.93,4.62,1.8,3.35
Friesland,2020-03-15,2.32,0.91,4.41,1.74,3.21
Friesland,2020-03-16,2.2600000000000002,0.88,4.23,1.6400000000000001,3.04
Friesland,2020-03-17,2.2,0.8200000000000001,4.04,1.6300000000000001,2.98
Friesland,2020-03-18,2.29,0.9,4.11,1.75,3.1
Friesland,2020-03-19,2.21,0.86,3.92,1.6300000000000001,2.91
Friesland,2020-03-20,2.27,0.9500000000000001,3.96,1.74,3.0
Friesland,2020-03-21,2.17,0.89,3.75,1.69,2.89
Friesland,2020-03-22,2.21,0.96,3.75,1.6400000000000001,2.8000000000000003
Friesland,2020-03-23,2.21,0.97,3.66,1.7,2.82
Friesland,2020-03-24,2.3000000000000003,1.09,3.7,1.85,2.94
Friesland,2020-03-25,2.24,1.09,3.56,1.82,2.85
Friesland,2020-03-26,2.34,1.23,3.6,1.9100000000000001,2.89
Friesland,2020-03-27,2.24,1.2,3.42,1.86,2.7800000000000002
Friesland,2020-03-28,2.09,1.07,3.15,1.7,2.56
Friesland,2020-03-29,1.97,1.01,2.99,1.62,2.44
Friesland,2020-03-30,1.8800000000000001,0.96,2.86,1.56,2.35
Friesland,2020-03-31,1.85,0.97,2.81,1.53,2.29
Friesland,2020-04-01,1.77,0.92,2.7,1.43,2.16
Friesland,2020-04-02,1.71,0.88,2.61,1.3800000000000001,2.09
Friesland,2020-04-03,1.69,0.89,2.58,1.42,2.12
Friesland,2020-04-04,1.6,0.8200000000000001,2.47,1.32,2.0
Friesland,2020-04-05,1.62,0.8200000000000001,2.43,1.36,2.0300000000000002
Friesland,2020-04-06,1.6400000000000001,0.88,2.46,1.36,2.0100000000000002
Friesland,2020-04-07,1.6500000000000001,0.9,2.44,1.4000000000000001,2.04
Friesland,2020-04-08,1.62,0.88,2.38,1.36,1.98
Friesland,2020-04-09,1.59,0.89,2.36,1.3,1.9000000000000001
Friesland,2020-04-10,1.57,0.86,2.29,1.31,1.9000000000000001
Friesland,2020-04-11,1.49,0.8200000000000001,2.23,1.25,1.83
Friesland,2020-04-12,1.35,0.68,2.07,1.1,1.67
Friesland,2020-04-13,1.28,0.6,1.98,1.04,1.61
Friesland,2020-04-14,1.26,0.6,1.98,1.03,1.6
Friesland,2020-04-15,1.25,0.59,1.97,1.02,1.59
Friesland,2020-04-16,1.23,0.54,1.9100000000000001,1.01,1.58
Friesland,2020-04-17,1.19,0.51,1.8800000000000001,0.97,1.54
Friesland,2020-04-18,1.16,0.5,1.8800000000000001,0.93,1.5
Friesland,2020-04-19,1.1300000000000001,0.46,1.84,0.89,1.46
Friesland,2020-04-20,1.04,0.36,1.74,0.79,1.36
Friesland,2020-04-21,1.02,0.32,1.71,0.79,1.37
Friesland,2020-04-22,1.02,0.33,1.74,0.75,1.33
Friesland,2020-04-23,0.99,0.26,1.67,0.74,1.33
Friesland,2020-04-24,0.96,0.25,1.67,0.73,1.33
Friesland,2020-04-25,0.93,0.23,1.6600000000000001,0.67,1.27
Friesland,2020-04-26,0.9,0.19,1.62,0.65,1.26
Friesland,2020-04-27,0.88,0.12,1.54,0.63,1.25
Friesland,2020-04-28,0.85,0.12,1.54,0.54,1.16
Friesland,2020-04-29,0.85,0.09,1.52,0.54,1.17
Friesland,2020-04-30,0.85,0.11,1.56,0.54,1.18
Friesland,2020-05-01,0.85,0.1,1.56,0.55,1.2
Friesland,2020-05-02,0.81,0.09,1.54,0.54,1.2
Friesland,2020-05-03,0.81,0.08,1.54,0.54,1.21
Friesland,2020-05-04,0.81,0.07,1.54,0.46,1.1300000000000001
Friesland,2020-05-05,0.89,0.09,1.6300000000000001,0.5700000000000001,1.26
Friesland,2020-05-06,0.93,0.12,1.7,0.62,1.32
Friesland,2020-05-07,0.97,0.14,1.75,0.68,1.3900000000000001
Friesland,2020-05-08,0.97,0.13,1.74,0.67,1.3800000000000001
Friesland,2020-05-09,1.01,0.17,1.81,0.6900000000000001,1.4000000000000001
Friesland,2020-05-10,1.01,0.18,1.82,0.7000000000000001,1.41
Friesland,2020-05-11,0.97,0.13,1.74,0.67,1.3800000000000001
Friesland,2020-05-12,0.89,0.06,1.61,0.55,1.25
Friesland,2020-05-13,0.89,0.08,1.6400000000000001,0.59,1.3
Friesland,2020-05-14,0.84,0.04,1.57,0.55,1.26
Friesland,2020-05-15,0.79,0.05,1.56,0.51,1.22
Friesland,2020-05-16,0.79,0.05,1.57,0.46,1.17
Friesland,2020-05-17,0.79,0.05,1.58,0.49,1.21
Friesland,2020-05-18,0.79,0.05,1.59,0.43,1.1500000000000001
Friesland,2020-05-19,0.84,0.04,1.62,0.52,1.26
Friesland,2020-05-20,0.79,0.03,1.58,0.44,1.17
Friesland,2020-05-21,0.79,0.04,1.6,0.47000000000000003,1.21
Friesland,2020-05-22,0.78,0.04,1.61,0.43,1.17
Friesland,2020-05-23,0.78,0.01,1.58,0.47000000000000003,1.22
Friesland,2020-05-24,0.71,0.02,1.56,0.33,1.06
Friesland,2020-05-25,0.71,0.02,1.57,0.38,1.12
Friesland,2020-05-26,0.7000000000000001,0.02,1.58,0.33,1.07
Friesland,2020-05-27,0.7000000000000001,0.02,1.59,0.37,1.12
Friesland,2020-05-28,0.6900000000000001,0.0,1.57,0.33,1.08
Friesland,2020-05-29,0.68,0.0,1.58,0.26,1.01
Friesland,2020-05-30,0.68,0.01,1.6,0.34,1.1
Friesland,2020-05-31,0.67,0.01,1.61,0.3,1.06
Friesland,2020-06-02,0.66,0.01,1.62,0.24,1.0
Friesland,2020-06-03,0.66,0.02,1.6400000000000001,0.32,1.09
Friesland,2020-06-04,0.65,0.0,1.62,0.29,1.06
Friesland,2020-06-05,0.64,0.0,1.6300000000000001,0.25,1.02
Friesland,2020-06-06,0.64,0.01,1.6500000000000001,0.32,1.1
Friesland,2020-06-07,0.63,0.02,1.67,0.29,1.07
Friesland,2020-06-08,0.62,0.0,1.6500000000000001,0.26,1.04
Friesland,2020-06-09,0.62,0.01,1.67,0.22,1.0
Friesland,2020-06-10,0.73,0.03,1.76,0.36,1.18
Friesland,2020-06-11,0.73,0.02,1.75,0.34,1.16
Friesland,2020-06-12,0.73,0.01,1.74,0.33,1.1500000000000001
Friesland,2020-06-13,0.73,0.0,1.73,0.31,1.1300000000000001
Friesland,2020-06-14,0.73,0.02,1.76,0.28,1.1
Friesland,2020-06-15,0.73,0.02,1.76,0.39,1.22
Friesland,2020-06-16,0.62,0.0,1.68,0.24,1.03
Gelderland,2020-03-04,3.0,1.01,6.99,2.04,4.45
Gelderland,2020-03-05,3.23,1.3,6.15,2.32,4.36
Gelderland,2020-03-06,2.5,1.0,4.6000000000000005,1.8900000000000001,3.41
Gelderland,2020-03-07,2.31,0.9500000000000001,4.16,1.73,3.08
Gelderland,2020-03-08,2.18,0.89,3.84,1.6300000000000001,2.87
Gelderland,2020-03-09,2.19,0.9400000000000001,3.77,1.69,2.88
Gelderland,2020-03-10,2.18,0.99,3.69,1.69,2.82
Gelderland,2020-03-11,2.25,1.04,3.63,1.81,2.9
Gelderland,2020-03-12,2.27,1.1300000000000001,3.59,1.86,2.89
Gelderland,2020-03-13,2.41,1.31,3.65,1.98,2.95
Gelderland,2020-03-14,2.5100000000000002,1.48,3.66,2.11,3.0100000000000002
Gelderland,2020-03-15,2.52,1.55,3.54,2.14,2.96
Gelderland,2020-03-16,2.39,1.51,3.33,2.06,2.81
Gelderland,2020-03-17,2.38,1.58,3.2600000000000002,2.07,2.7600000000000002
Gelderland,2020-03-18,2.34,1.6,3.15,2.08,2.72
Gelderland,2020-03-19,2.24,1.54,2.97,1.99,2.58
Gelderland,2020-03-20,2.2,1.54,2.87,1.97,2.52
Gelderland,2020-03-21,2.13,1.52,2.77,1.93,2.45
Gelderland,2020-03-22,2.09,1.53,2.71,1.9000000000000001,2.39
Gelderland,2020-03-23,2.1,1.57,2.68,1.92,2.38
Gelderland,2020-03-24,2.05,1.56,2.61,1.87,2.3000000000000003
Gelderland,2020-03-25,2.02,1.55,2.54,1.86,2.27
Gelderland,2020-03-26,2.0300000000000002,1.58,2.52,1.8800000000000001,2.27
Gelderland,2020-03-27,1.9000000000000001,1.47,2.37,1.75,2.12
Gelderland,2020-03-28,1.81,1.3900000000000001,2.25,1.68,2.04
Gelderland,2020-03-29,1.71,1.32,2.16,1.59,1.94
Gelderland,2020-03-30,1.58,1.2,2.02,1.45,1.79
Gelderland,2020-03-31,1.49,1.1,1.9000000000000001,1.35,1.68
Gelderland,2020-04-01,1.3900000000000001,0.99,1.78,1.26,1.59
Gelderland,2020-04-02,1.28,0.89,1.68,1.1500000000000001,1.48
Gelderland,2020-04-03,1.23,0.85,1.6400000000000001,1.1,1.43
Gelderland,2020-04-04,1.1400000000000001,0.76,1.55,1.02,1.35
Gelderland,2020-04-05,1.07,0.6900000000000001,1.49,0.93,1.26
Gelderland,2020-04-06,1.05,0.66,1.46,0.91,1.24
Gelderland,2020-04-07,1.05,0.67,1.48,0.9,1.23
Gelderland,2020-04-08,1.11,0.73,1.54,0.9500000000000001,1.28
Gelderland,2020-04-09,1.17,0.79,1.6,1.02,1.35
Gelderland,2020-04-10,1.29,0.91,1.71,1.1500000000000001,1.48
Gelderland,2020-04-11,1.29,0.9,1.68,1.1400000000000001,1.46
Gelderland,2020-04-12,1.27,0.89,1.6600000000000001,1.1400000000000001,1.46
Gelderland,2020-04-13,1.19,0.81,1.57,1.08,1.4000000000000001
Gelderland,2020-04-14,1.1400000000000001,0.77,1.53,0.98,1.29
Gelderland,2020-04-15,1.1,0.74,1.5,0.9500000000000001,1.26
Gelderland,2020-04-16,1.11,0.75,1.51,0.96,1.27
Gelderland,2020-04-17,1.07,0.71,1.47,0.92,1.23
Gelderland,2020-04-18,1.07,0.71,1.47,0.93,1.24
Gelderland,2020-04-19,1.03,0.67,1.43,0.88,1.19
Gelderland,2020-04-20,1.0,0.64,1.4000000000000001,0.85,1.16
Gelderland,2020-04-21,0.93,0.55,1.31,0.81,1.1300000000000001
Gelderland,2020-04-22,0.85,0.48,1.25,0.73,1.05
Gelderland,2020-04-23,0.75,0.37,1.1500000000000001,0.6,0.92
Gelderland,2020-04-24,0.68,0.31,1.11,0.55,0.88
Gelderland,2020-04-25,0.62,0.23,1.04,0.5,0.84
Gelderland,2020-04-26,0.6,0.2,1.03,0.48,0.8300000000000001
Gelderland,2020-04-27,0.53,0.12,0.9400000000000001,0.38,0.73
Gelderland,2020-04-28,0.51,0.1,0.93,0.36,0.72
Gelderland,2020-04-29,0.53,0.1,0.9500000000000001,0.37,0.74
Gelderland,2020-04-30,0.58,0.14,1.03,0.42,0.8
Gelderland,2020-05-01,0.6,0.15,1.06,0.45,0.84
Gelderland,2020-05-02,0.63,0.17,1.1,0.45,0.84
Gelderland,2020-05-03,0.59,0.12,1.04,0.44,0.84
Gelderland,2020-05-04,0.55,0.09,1.0,0.38,0.78
Gelderland,2020-05-05,0.5,0.06,0.9500000000000001,0.32,0.72
Gelderland,2020-05-06,0.44,0.03,0.89,0.28,0.68
Gelderland,2020-05-07,0.4,0.03,0.88,0.25,0.65
Gelderland,2020-05-08,0.41000000000000003,0.02,0.89,0.26,0.67
Gelderland,2020-05-09,0.43,0.02,0.91,0.27,0.6900000000000001
Gelderland,2020-05-10,0.41000000000000003,0.03,0.93,0.25,0.67
Gelderland,2020-05-11,0.45,0.03,0.96,0.26,0.6900000000000001
Gelderland,2020-05-12,0.43,0.03,0.96,0.23,0.66
Gelderland,2020-05-13,0.44,0.01,0.9500000000000001,0.26,0.7000000000000001
Gelderland,2020-05-14,0.47000000000000003,0.02,0.99,0.26,0.71
Gelderland,2020-05-15,0.47000000000000003,0.02,1.0,0.29,0.75
Gelderland,2020-05-16,0.45,0.03,1.01,0.28,0.74
Gelderland,2020-05-17,0.5,0.03,1.05,0.27,0.74
Gelderland,2020-05-18,0.58,0.06,1.1400000000000001,0.34,0.8300000000000001
Gelderland,2020-05-19,0.65,0.09,1.22,0.45,0.96
Gelderland,2020-05-20,0.71,0.12,1.29,0.46,0.97
Gelderland,2020-05-21,0.8,0.18,1.3900000000000001,0.59,1.11
Gelderland,2020-05-22,0.97,0.37,1.61,0.75,1.26
Gelderland,2020-05-23,1.05,0.46,1.68,0.84,1.34
Gelderland,2020-05-24,1.1,0.52,1.71,0.9,1.3900000000000001
Gelderland,2020-05-25,1.09,0.53,1.7,0.89,1.37
Gelderland,2020-05-26,1.11,0.5700000000000001,1.72,0.91,1.3800000000000001
Gelderland,2020-05-27,1.1,0.56,1.69,0.88,1.34
Gelderland,2020-05-28,1.03,0.46,1.57,0.84,1.3
Gelderland,2020-05-29,0.9400000000000001,0.4,1.51,0.76,1.22
Gelderland,2020-05-30,0.9,0.35000000000000003,1.46,0.71,1.17
Gelderland,2020-05-31,0.86,0.33,1.45,0.66,1.12
Gelderland,2020-06-02,0.85,0.29,1.41,0.63,1.09
Gelderland,2020-06-03,0.8300000000000001,0.28,1.41,0.64,1.11
Gelderland,2020-06-04,0.8200000000000001,0.27,1.41,0.61,1.08
Gelderland,2020-06-05,0.87,0.3,1.45,0.68,1.16
Gelderland,2020-06-06,0.86,0.3,1.46,0.67,1.1500000000000001
Gelderland,2020-06-07,0.9,0.32,1.48,0.7000000000000001,1.18
Gelderland,2020-06-08,0.89,0.33,1.5,0.68,1.16
Gelderland,2020-06-09,0.9,0.33,1.5,0.68,1.16
Gelderland,2020-06-10,0.89,0.31,1.48,0.65,1.1300000000000001
Gelderland,2020-06-11,0.86,0.27,1.44,0.67,1.16
Gelderland,2020-06-12,0.87,0.29,1.47,0.67,1.16
Gelderland,2020-06-13,0.86,0.25,1.43,0.64,1.1300000000000001
Gelderland,2020-06-14,0.85,0.26,1.45,0.6,1.09
Gelderland,2020-06-15,0.84,0.23,1.42,0.64,1.1400000000000001
Gelderland,2020-06-16,0.8300000000000001,0.24,1.44,0.61,1.11
Noord-Holland,2020-02-28,3.0,1.01,6.99,2.04,4.45
Noord-Holland,2020-02-29,2.88,0.9500000000000001,6.22,2.04,4.21
Noord-Holland,2020-03-01,2.7800000000000002,0.96,5.8,2.0,4.01
Noord-Holland,2020-03-02,2.69,0.98,5.5200000000000005,1.94,3.83
Noord-Holland,2020-03-03,2.62,0.96,5.2700000000000005,1.9100000000000001,3.71
Noord-Holland,2020-03-04,2.82,1.05,5.41,2.06,3.89
Noord-Holland,2020-03-05,2.93,1.1400000000000001,5.34,2.18,3.95
Noord-Holland,2020-03-06,2.72,1.1300000000000001,4.93,2.07,3.67
Noord-Holland,2020-03-07,2.75,1.17,4.79,2.07,3.59
Noord-Holland,2020-03-08,2.56,1.08,4.4,2.0,3.4
Noord-Holland,2020-03-09,2.56,1.1400000000000001,4.3100000000000005,2.0,3.33
Noord-Holland,2020-03-10,2.66,1.26,4.3,2.09,3.36
Noord-Holland,2020-03-11,2.68,1.34,4.19,2.17,3.36
Noord-Holland,2020-03-12,2.54,1.31,3.94,2.0300000000000002,3.12
Noord-Holland,2020-03-13,2.58,1.3900000000000001,3.85,2.12,3.14
Noord-Holland,2020-03-14,2.63,1.54,3.83,2.24,3.19
Noord-Holland,2020-03-15,2.5500000000000003,1.54,3.64,2.19,3.06
Noord-Holland,2020-03-16,2.65,1.7,3.63,2.32,3.12
Noord-Holland,2020-03-17,2.72,1.8800000000000001,3.64,2.38,3.1
Noord-Holland,2020-03-18,2.79,2.02,3.6,2.5,3.15
Noord-Holland,2020-03-19,2.71,2.02,3.44,2.48,3.0700000000000003
Noord-Holland,2020-03-20,2.5100000000000002,1.8800000000000001,3.17,2.27,2.8000000000000003
Noord-Holland,2020-03-21,2.45,1.86,3.04,2.2600000000000002,2.75
Noord-Holland,2020-03-22,2.36,1.81,2.9,2.16,2.61
Noord-Holland,2020-03-23,2.2600000000000002,1.76,2.7800000000000002,2.08,2.5
Noord-Holland,2020-03-24,2.2,1.75,2.71,2.0100000000000002,2.4
Noord-Holland,2020-03-25,2.1,1.6600000000000001,2.56,1.93,2.3000000000000003
Noord-Holland,2020-03-26,2.02,1.61,2.47,1.84,2.19
Noord-Holland,2020-03-27,1.9100000000000001,1.51,2.33,1.77,2.11
Noord-Holland,2020-03-28,1.8,1.41,2.2,1.68,2.0100000000000002
Noord-Holland,2020-03-29,1.69,1.32,2.09,1.56,1.8800000000000001
Noord-Holland,2020-03-30,1.59,1.21,1.96,1.45,1.76
Noord-Holland,2020-03-31,1.47,1.1,1.84,1.36,1.67
Noord-Holland,2020-04-01,1.41,1.06,1.8,1.3,1.61
Noord-Holland,2020-04-02,1.4000000000000001,1.05,1.78,1.27,1.57
Noord-Holland,2020-04-03,1.3,0.9400000000000001,1.6600000000000001,1.18,1.48
Noord-Holland,2020-04-04,1.17,0.8200000000000001,1.54,1.06,1.36
Noord-Holland,2020-04-05,1.1,0.76,1.49,0.97,1.27
Noord-Holland,2020-04-06,1.05,0.7000000000000001,1.43,0.92,1.22
Noord-Holland,2020-04-07,1.07,0.71,1.44,0.93,1.23
Noord-Holland,2020-04-08,1.07,0.72,1.46,0.92,1.22
Noord-Holland,2020-04-09,1.06,0.71,1.45,0.9500000000000001,1.26
Noord-Holland,2020-04-10,1.05,0.71,1.45,0.9400000000000001,1.25
Noord-Holland,2020-04-11,1.02,0.67,1.41,0.91,1.22
Noord-Holland,2020-04-12,0.96,0.6,1.34,0.84,1.1500000000000001
Noord-Holland,2020-04-13,0.88,0.52,1.27,0.76,1.07
Noord-Holland,2020-04-14,0.85,0.5,1.26,0.71,1.02
Noord-Holland,2020-04-15,0.88,0.51,1.27,0.76,1.08
Noord-Holland,2020-04-16,0.89,0.52,1.29,0.77,1.09
Noord-Holland,2020-04-17,0.9400000000000001,0.56,1.33,0.81,1.1300000000000001
Noord-Holland,2020-04-18,0.9400000000000001,0.56,1.33,0.81,1.1300000000000001
Noord-Holland,2020-04-19,0.91,0.52,1.29,0.78,1.1
Noord-Holland,2020-04-20,0.89,0.52,1.3,0.75,1.07
Noord-Holland,2020-04-21,0.8,0.41000000000000003,1.19,0.65,0.97
Noord-Holland,2020-04-22,0.75,0.35000000000000003,1.1400000000000001,0.62,0.9500000000000001
Noord-Holland,2020-04-23,0.74,0.36,1.17,0.58,0.91
Noord-Holland,2020-04-24,0.71,0.32,1.1400000000000001,0.58,0.92
Noord-Holland,2020-04-25,0.65,0.25,1.08,0.49,0.8300000000000001
Noord-Holland,2020-04-26,0.61,0.2,1.04,0.46,0.81
Noord-Holland,2020-04-27,0.53,0.12,0.9500000000000001,0.39,0.75
Noord-Holland,2020-04-28,0.55,0.11,0.96,0.41000000000000003,0.78
Noord-Holland,2020-04-29,0.59,0.14,1.02,0.45,0.8300000000000001
Noord-Holland,2020-04-30,0.58,0.13,1.02,0.42,0.8
Noord-Holland,2020-05-01,0.59,0.15,1.06,0.44,0.8300000000000001
Noord-Holland,2020-05-02,0.65,0.19,1.1300000000000001,0.47000000000000003,0.86
Noord-Holland,2020-05-03,0.65,0.19,1.1400000000000001,0.49,0.89
Noord-Holland,2020-05-04,0.67,0.2,1.16,0.49,0.89
Noord-Holland,2020-05-05,0.66,0.16,1.12,0.51,0.92
