Provincienaam,Datum,ML,Low_90,High_90,Low_50,High_50
Noord-Holland,2020-05-06,0.66,0.17,1.1400000000000001,0.49,0.9
Noord-Holland,2020-05-07,0.71,0.21,1.2,0.51,0.92
Noord-Holland,2020-05-08,0.73,0.23,1.23,0.5700000000000001,0.99
Noord-Holland,2020-05-09,0.68,0.19,1.19,0.5,0.92
Noord-Holland,2020-05-10,0.65,0.14,1.1300000000000001,0.45,0.87
Noord-Holland,2020-05-11,0.67,0.16,1.17,0.5,0.93
Noord-Holland,2020-05-12,0.68,0.16,1.18,0.48,0.91
Noord-Holland,2020-05-13,0.68,0.16,1.19,0.5,0.9400000000000001
Noord-Holland,2020-05-14,0.67,0.13,1.16,0.47000000000000003,0.91
Noord-Holland,2020-05-15,0.65,0.12,1.1500000000000001,0.47000000000000003,0.92
Noord-Holland,2020-05-16,0.62,0.11,1.1400000000000001,0.43,0.88
Noord-Holland,2020-05-17,0.5700000000000001,0.08,1.09,0.37,0.8200000000000001
Noord-Holland,2020-05-18,0.52,0.05,1.03,0.32,0.77
Noord-Holland,2020-05-19,0.54,0.03,1.03,0.34,0.8
Noord-Holland,2020-05-20,0.58,0.05,1.09,0.35000000000000003,0.8200000000000001
Noord-Holland,2020-05-21,0.6,0.08,1.1500000000000001,0.39,0.87
Noord-Holland,2020-05-22,0.62,0.09,1.18,0.42,0.91
Noord-Holland,2020-05-23,0.6,0.07,1.1500000000000001,0.39,0.88
Noord-Holland,2020-05-24,0.64,0.07,1.18,0.42,0.92
Noord-Holland,2020-05-25,0.59,0.06,1.1500000000000001,0.39,0.89
Noord-Holland,2020-05-26,0.56,0.03,1.1,0.36,0.86
Noord-Holland,2020-05-27,0.58,0.02,1.11,0.38,0.89
Noord-Holland,2020-05-28,0.62,0.05,1.18,0.41000000000000003,0.93
Noord-Holland,2020-05-29,0.66,0.09,1.26,0.45,0.98
Noord-Holland,2020-05-30,0.65,0.08,1.25,0.43,0.96
Noord-Holland,2020-05-31,0.62,0.06,1.21,0.4,0.93
Noord-Holland,2020-06-01,0.61,0.06,1.21,0.38,0.91
Noord-Holland,2020-06-02,0.59,0.03,1.17,0.35000000000000003,0.88
Noord-Holland,2020-06-03,0.55,0.03,1.1500000000000001,0.34,0.87
Noord-Holland,2020-06-04,0.76,0.1,1.37,0.47000000000000003,1.03
Noord-Holland,2020-06-05,0.9,0.21,1.55,0.66,1.23
Noord-Holland,2020-06-06,0.98,0.3,1.6500000000000001,0.72,1.28
Noord-Holland,2020-06-07,1.08,0.41000000000000003,1.75,0.8300000000000001,1.3800000000000001
Noord-Holland,2020-06-08,1.11,0.48,1.8,0.88,1.42
Noord-Holland,2020-06-09,1.1,0.47000000000000003,1.76,0.87,1.4000000000000001
Noord-Holland,2020-06-10,1.09,0.47000000000000003,1.74,0.86,1.3800000000000001
Noord-Holland,2020-06-11,0.96,0.33,1.58,0.75,1.27
Noord-Holland,2020-06-12,0.9400000000000001,0.33,1.58,0.74,1.26
Noord-Holland,2020-06-13,0.99,0.38,1.6300000000000001,0.79,1.31
Noord-Holland,2020-06-14,0.97,0.33,1.57,0.73,1.24
Noord-Holland,2020-06-15,0.97,0.35000000000000003,1.59,0.74,1.25
Noord-Holland,2020-06-16,1.01,0.41000000000000003,1.6500000000000001,0.79,1.3
Overijssel,2020-03-05,3.0,1.01,6.99,2.04,4.45
Overijssel,2020-03-06,2.77,0.99,5.82,1.94,3.94
Overijssel,2020-03-07,2.62,0.9500000000000001,5.23,1.9000000000000001,3.69
Overijssel,2020-03-08,2.5,0.97,4.91,1.84,3.49
Overijssel,2020-03-09,2.4,0.93,4.62,1.8,3.35
Overijssel,2020-03-10,2.32,0.91,4.41,1.74,3.21
Overijssel,2020-03-11,2.2600000000000002,0.88,4.23,1.6400000000000001,3.04
Overijssel,2020-03-12,2.36,0.9500000000000001,4.28,1.79,3.19
Overijssel,2020-03-13,2.41,1.01,4.25,1.84,3.2
Overijssel,2020-03-14,2.43,1.02,4.12,1.85,3.15
Overijssel,2020-03-15,2.41,1.09,4.04,1.81,3.04
Overijssel,2020-03-16,2.49,1.17,3.99,1.99,3.17
Overijssel,2020-03-17,2.6,1.36,4.04,2.07,3.18
Overijssel,2020-03-18,2.96,1.75,4.26,2.5100000000000002,3.5500000000000003
Overijssel,2020-03-19,2.9,1.83,4.07,2.5300000000000002,3.46
Overijssel,2020-03-20,2.73,1.77,3.77,2.4,3.23
Overijssel,2020-03-21,2.5300000000000002,1.6600000000000001,3.47,2.23,2.98
Overijssel,2020-03-22,2.52,1.73,3.39,2.21,2.89
Overijssel,2020-03-23,2.43,1.7,3.22,2.18,2.81
Overijssel,2020-03-24,2.31,1.62,3.02,2.07,2.65
Overijssel,2020-03-25,2.15,1.52,2.83,1.93,2.47
Overijssel,2020-03-26,2.11,1.5,2.73,1.9000000000000001,2.41
Overijssel,2020-03-27,2.0,1.45,2.62,1.8,2.2800000000000002
Overijssel,2020-03-28,1.9000000000000001,1.35,2.46,1.71,2.17
Overijssel,2020-03-29,1.78,1.26,2.33,1.59,2.0300000000000002
Overijssel,2020-03-30,1.7,1.2,2.24,1.53,1.96
Overijssel,2020-03-31,1.6400000000000001,1.1500000000000001,2.16,1.48,1.9000000000000001
Overijssel,2020-04-01,1.6300000000000001,1.16,2.15,1.47,1.8800000000000001
Overijssel,2020-04-02,1.58,1.1,2.06,1.42,1.82
Overijssel,2020-04-03,1.55,1.08,2.02,1.3900000000000001,1.78
Overijssel,2020-04-04,1.48,1.04,1.97,1.31,1.69
Overijssel,2020-04-05,1.3800000000000001,0.92,1.83,1.23,1.61
Overijssel,2020-04-06,1.3,0.87,1.78,1.16,1.54
Overijssel,2020-04-07,1.3800000000000001,0.9400000000000001,1.84,1.21,1.58
Overijssel,2020-04-08,1.35,0.92,1.81,1.2,1.57
Overijssel,2020-04-09,1.33,0.9,1.78,1.1500000000000001,1.51
Overijssel,2020-04-10,1.28,0.85,1.72,1.1300000000000001,1.49
Overijssel,2020-04-11,1.22,0.8,1.67,1.07,1.43
Overijssel,2020-04-12,1.1300000000000001,0.71,1.58,0.99,1.35
Overijssel,2020-04-13,1.07,0.65,1.52,0.93,1.29
Overijssel,2020-04-14,0.98,0.5700000000000001,1.45,0.8200000000000001,1.18
Overijssel,2020-04-15,0.97,0.55,1.44,0.8300000000000001,1.2
Overijssel,2020-04-16,0.99,0.55,1.44,0.84,1.21
Overijssel,2020-04-17,1.0,0.5700000000000001,1.47,0.85,1.22
Overijssel,2020-04-18,0.99,0.55,1.45,0.8300000000000001,1.2
Overijssel,2020-04-19,0.9400000000000001,0.51,1.42,0.76,1.1300000000000001
Overijssel,2020-04-20,0.88,0.43,1.34,0.73,1.11
Overijssel,2020-04-21,0.8,0.34,1.26,0.64,1.02
Overijssel,2020-04-22,0.78,0.34,1.28,0.63,1.02
Overijssel,2020-04-23,0.77,0.3,1.25,0.59,0.98
Overijssel,2020-04-24,0.73,0.25,1.21,0.56,0.96
Overijssel,2020-04-25,0.65,0.16,1.12,0.49,0.9
Overijssel,2020-04-26,0.62,0.14,1.11,0.42,0.8300000000000001
Overijssel,2020-04-27,0.58,0.09,1.05,0.4,0.8200000000000001
Overijssel,2020-04-28,0.54,0.06,1.01,0.38,0.81
Overijssel,2020-04-29,0.55,0.07,1.04,0.38,0.8200000000000001
Overijssel,2020-04-30,0.55,0.05,1.03,0.38,0.8300000000000001
Overijssel,2020-05-01,0.5700000000000001,0.07,1.08,0.4,0.86
Overijssel,2020-05-02,0.61,0.09,1.1400000000000001,0.43,0.9
Overijssel,2020-05-03,0.5700000000000001,0.06,1.09,0.38,0.85
Overijssel,2020-05-04,0.53,0.04,1.05,0.34,0.81
Overijssel,2020-05-05,0.55,0.03,1.06,0.36,0.84
Overijssel,2020-05-06,0.54,0.04,1.08,0.32,0.8
Overijssel,2020-05-07,0.54,0.04,1.09,0.34,0.8300000000000001
Overijssel,2020-05-08,0.5,0.01,1.04,0.24,0.72
Overijssel,2020-05-09,0.46,0.02,1.04,0.26,0.74
Overijssel,2020-05-10,0.47000000000000003,0.02,1.06,0.27,0.76
Overijssel,2020-05-11,0.45,0.01,1.05,0.25,0.74
Overijssel,2020-05-12,0.38,0.01,1.03,0.22,0.7000000000000001
Overijssel,2020-05-13,0.39,0.01,1.05,0.23,0.72
Overijssel,2020-05-14,0.41000000000000003,0.01,1.07,0.24,0.74
Overijssel,2020-05-15,0.42,0.01,1.09,0.17,0.67
Overijssel,2020-05-16,0.39,0.0,1.07,0.2,0.7000000000000001
Overijssel,2020-05-17,0.34,0.01,1.08,0.21,0.71
Overijssel,2020-05-18,0.29,0.0,1.06,0.17,0.66
Overijssel,2020-05-19,0.36,0.0,1.1,0.18,0.6900000000000001
Overijssel,2020-05-20,0.37,0.01,1.1300000000000001,0.2,0.72
Overijssel,2020-05-21,0.39,0.01,1.1500000000000001,0.22,0.75
Overijssel,2020-05-22,0.46,0.01,1.19,0.23,0.78
Overijssel,2020-05-23,0.48,0.0,1.19,0.26,0.8200000000000001
Overijssel,2020-05-24,0.49,0.01,1.22,0.28,0.85
Overijssel,2020-05-25,0.45,0.0,1.19,0.24,0.8
Overijssel,2020-05-26,0.47000000000000003,0.01,1.22,0.26,0.8300000000000001
Overijssel,2020-05-27,0.42,0.0,1.19,0.24,0.8
Overijssel,2020-05-28,0.35000000000000003,0.01,1.19,0.15,0.6900000000000001
Overijssel,2020-05-29,0.36,0.0,1.19,0.18,0.73
Overijssel,2020-05-30,0.29,0.0,1.17,0.17,0.71
Overijssel,2020-05-31,0.29,0.01,1.2,0.14,0.68
Overijssel,2020-06-02,0.3,0.0,1.2,0.17,0.72
Overijssel,2020-06-03,0.3,0.01,1.23,0.11,0.66
Overijssel,2020-06-04,0.39,0.0,1.26,0.18,0.76
Overijssel,2020-06-05,0.4,0.0,1.27,0.21,0.8
Overijssel,2020-06-06,0.41000000000000003,0.01,1.3,0.16,0.75
Overijssel,2020-06-07,0.5,0.0,1.33,0.23,0.85
Overijssel,2020-06-08,0.44,0.01,1.32,0.24,0.85
Overijssel,2020-06-09,0.45,0.01,1.33,0.2,0.81
Overijssel,2020-06-10,0.37,0.0,1.29,0.14,0.73
Overijssel,2020-06-11,0.38,0.0,1.3,0.19,0.79
Overijssel,2020-06-12,0.47000000000000003,0.01,1.36,0.24,0.87
Overijssel,2020-06-13,0.56,0.01,1.41,0.31,0.97
Overijssel,2020-06-14,0.5700000000000001,0.02,1.43,0.29,0.9500000000000001
Overijssel,2020-06-15,0.65,0.0,1.45,0.31,0.99
Overijssel,2020-06-16,0.72,0.04,1.54,0.4,1.1
Utrecht,2020-03-03,3.0,1.01,6.99,2.04,4.45
Utrecht,2020-03-04,2.77,1.16,5.0200000000000005,2.09,3.72
Utrecht,2020-03-05,2.17,0.9400000000000001,3.87,1.6300000000000001,2.86
Utrecht,2020-03-06,1.8900000000000001,0.8,3.33,1.42,2.48
Utrecht,2020-03-07,1.71,0.6900000000000001,2.99,1.34,2.31
Utrecht,2020-03-08,1.6600000000000001,0.71,2.91,1.28,2.2
Utrecht,2020-03-09,1.54,0.62,2.7,1.19,2.06
Utrecht,2020-03-10,1.51,0.61,2.64,1.18,2.0300000000000002
Utrecht,2020-03-11,1.43,0.54,2.5,1.11,1.93
Utrecht,2020-03-12,1.52,0.6,2.57,1.17,1.99
Utrecht,2020-03-13,1.7,0.79,2.7800000000000002,1.3800000000000001,2.21
Utrecht,2020-03-14,1.84,0.9,2.84,1.52,2.33
Utrecht,2020-03-15,1.8900000000000001,1.0,2.86,1.56,2.33
Utrecht,2020-03-16,1.95,1.09,2.86,1.62,2.35
Utrecht,2020-03-17,1.97,1.18,2.86,1.6600000000000001,2.35
Utrecht,2020-03-18,2.0100000000000002,1.24,2.82,1.71,2.36
Utrecht,2020-03-19,1.92,1.21,2.7,1.6300000000000001,2.24
Utrecht,2020-03-20,1.87,1.18,2.59,1.61,2.19
Utrecht,2020-03-21,1.83,1.19,2.54,1.61,2.17
Utrecht,2020-03-22,1.8900000000000001,1.26,2.54,1.67,2.2
Utrecht,2020-03-23,1.9000000000000001,1.31,2.5300000000000002,1.67,2.17
Utrecht,2020-03-24,1.93,1.37,2.5300000000000002,1.73,2.21
Utrecht,2020-03-25,1.8900000000000001,1.35,2.45,1.72,2.18
Utrecht,2020-03-26,1.85,1.33,2.38,1.6400000000000001,2.07
Utrecht,2020-03-27,1.75,1.25,2.2600000000000002,1.58,2.0
Utrecht,2020-03-28,1.67,1.2,2.18,1.47,1.87
Utrecht,2020-03-29,1.55,1.1,2.06,1.36,1.75
Utrecht,2020-03-30,1.47,1.02,1.96,1.32,1.71
Utrecht,2020-03-31,1.3900000000000001,0.9500000000000001,1.8800000000000001,1.22,1.6
Utrecht,2020-04-01,1.31,0.87,1.79,1.16,1.54
Utrecht,2020-04-02,1.28,0.8200000000000001,1.73,1.1300000000000001,1.51
Utrecht,2020-04-03,1.22,0.78,1.69,1.08,1.46
Utrecht,2020-04-04,1.1400000000000001,0.6900000000000001,1.6,1.0,1.3800000000000001
Utrecht,2020-04-05,1.11,0.68,1.6,0.97,1.35
Utrecht,2020-04-06,1.07,0.63,1.55,0.91,1.29
Utrecht,2020-04-07,1.04,0.58,1.5,0.87,1.25
Utrecht,2020-04-08,1.01,0.56,1.49,0.8300000000000001,1.21
Utrecht,2020-04-09,1.0,0.56,1.5,0.85,1.24
Utrecht,2020-04-10,1.02,0.5700000000000001,1.51,0.87,1.26
Utrecht,2020-04-11,1.03,0.56,1.5,0.87,1.26
Utrecht,2020-04-12,1.02,0.5700000000000001,1.52,0.85,1.24
Utrecht,2020-04-13,1.03,0.58,1.53,0.86,1.25
Utrecht,2020-04-14,1.03,0.58,1.53,0.87,1.26
Utrecht,2020-04-15,1.04,0.59,1.54,0.88,1.27
Utrecht,2020-04-16,1.01,0.56,1.51,0.85,1.24
Utrecht,2020-04-17,0.98,0.52,1.47,0.81,1.2
Utrecht,2020-04-18,0.98,0.52,1.47,0.8,1.19
Utrecht,2020-04-19,0.9500000000000001,0.49,1.45,0.76,1.1500000000000001
Utrecht,2020-04-20,0.93,0.46,1.42,0.78,1.18
Utrecht,2020-04-21,0.93,0.48,1.45,0.78,1.18
Utrecht,2020-04-22,0.92,0.45,1.42,0.75,1.1500000000000001
Utrecht,2020-04-23,0.96,0.47000000000000003,1.44,0.78,1.18
Utrecht,2020-04-24,0.9500000000000001,0.49,1.47,0.77,1.17
Utrecht,2020-04-25,0.91,0.43,1.41,0.71,1.11
Utrecht,2020-04-26,0.84,0.37,1.36,0.68,1.09
Utrecht,2020-04-27,0.79,0.31,1.31,0.61,1.02
Utrecht,2020-04-28,0.74,0.26,1.27,0.5700000000000001,0.99
Utrecht,2020-04-29,0.73,0.23,1.25,0.51,0.93
Utrecht,2020-04-30,0.67,0.17,1.19,0.49,0.92
Utrecht,2020-05-01,0.6900000000000001,0.17,1.21,0.51,0.9500000000000001
Utrecht,2020-05-02,0.74,0.22,1.29,0.5700000000000001,1.02
Utrecht,2020-05-03,0.73,0.17,1.24,0.53,0.98
Utrecht,2020-05-04,0.9500000000000001,0.42,1.53,0.78,1.24
Utrecht,2020-05-05,1.0,0.48,1.58,0.81,1.26
Utrecht,2020-05-06,1.06,0.52,1.6,0.89,1.34
Utrecht,2020-05-07,1.07,0.55,1.62,0.88,1.32
Utrecht,2020-05-08,1.02,0.5,1.56,0.85,1.29
Utrecht,2020-05-09,0.91,0.4,1.46,0.74,1.18
Utrecht,2020-05-10,0.86,0.36,1.43,0.68,1.12
Utrecht,2020-05-11,0.61,0.09,1.1,0.43,0.87
Utrecht,2020-05-12,0.61,0.1,1.1300000000000001,0.42,0.87
Utrecht,2020-05-13,0.61,0.09,1.1300000000000001,0.41000000000000003,0.87
Utrecht,2020-05-14,0.63,0.08,1.1400000000000001,0.42,0.89
Utrecht,2020-05-15,0.66,0.11,1.21,0.44,0.92
Utrecht,2020-05-16,0.67,0.12,1.24,0.46,0.9500000000000001
Utrecht,2020-05-17,0.71,0.13,1.28,0.5,1.0
Utrecht,2020-05-18,0.74,0.13,1.3,0.54,1.05
Utrecht,2020-05-19,0.78,0.18,1.3800000000000001,0.55,1.06
Utrecht,2020-05-20,0.79,0.19,1.4000000000000001,0.54,1.05
Utrecht,2020-05-21,0.8200000000000001,0.19,1.41,0.62,1.1400000000000001
Utrecht,2020-05-22,0.8300000000000001,0.21,1.44,0.62,1.1400000000000001
Utrecht,2020-05-23,0.84,0.23,1.47,0.62,1.1400000000000001
Utrecht,2020-05-24,0.81,0.2,1.43,0.59,1.11
Utrecht,2020-05-25,0.8,0.19,1.42,0.56,1.08
Utrecht,2020-05-26,0.81,0.19,1.43,0.6,1.1300000000000001
Utrecht,2020-05-27,0.8200000000000001,0.2,1.45,0.6,1.1300000000000001
Utrecht,2020-05-28,0.87,0.25,1.52,0.64,1.17
Utrecht,2020-05-29,0.88,0.25,1.52,0.65,1.18
Utrecht,2020-05-30,0.91,0.29,1.57,0.68,1.21
Utrecht,2020-05-31,0.89,0.25,1.52,0.66,1.19
Utrecht,2020-06-01,0.92,0.3,1.58,0.6900000000000001,1.22
Utrecht,2020-06-02,0.92,0.3,1.58,0.7000000000000001,1.23
Utrecht,2020-06-03,0.9500000000000001,0.33,1.61,0.73,1.26
Utrecht,2020-06-04,0.93,0.29,1.56,0.72,1.25
Utrecht,2020-06-05,0.91,0.29,1.56,0.7000000000000001,1.23
Utrecht,2020-06-06,0.9,0.27,1.54,0.68,1.21
Utrecht,2020-06-07,0.92,0.31,1.59,0.71,1.24
Utrecht,2020-06-08,0.89,0.26,1.53,0.66,1.19
Utrecht,2020-06-09,0.87,0.24,1.51,0.64,1.17
Utrecht,2020-06-10,0.85,0.22,1.49,0.6,1.1300000000000001
Utrecht,2020-06-11,0.84,0.2,1.47,0.62,1.16
Utrecht,2020-06-12,0.85,0.2,1.48,0.61,1.1500000000000001
Utrecht,2020-06-13,0.85,0.21,1.5,0.59,1.1300000000000001
Utrecht,2020-06-14,0.84,0.2,1.49,0.62,1.17
Utrecht,2020-06-15,0.84,0.2,1.5,0.61,1.16
Utrecht,2020-06-16,0.85,0.17,1.47,0.59,1.1400000000000001
Zeeland,2020-03-07,3.0,1.01,6.99,2.04,4.45
Zeeland,2020-03-08,2.88,0.9500000000000001,6.22,2.04,4.21
Zeeland,2020-03-09,2.7800000000000002,0.96,5.8,2.0,4.01
Zeeland,2020-03-10,2.69,0.98,5.5200000000000005,1.94,3.83
Zeeland,2020-03-11,2.62,0.96,5.2700000000000005,1.9100000000000001,3.71
Zeeland,2020-03-12,2.82,1.05,5.41,2.06,3.89
Zeeland,2020-03-13,2.68,1.04,5.0600000000000005,2.0,3.69
Zeeland,2020-03-14,2.56,1.01,4.78,1.8800000000000001,3.46
Zeeland,2020-03-15,2.67,1.08,4.78,2.04,3.6
Zeeland,2020-03-16,2.52,1.05,4.5,1.93,3.38
Zeeland,2020-03-17,2.57,1.05,4.38,1.97,3.37
Zeeland,2020-03-18,2.57,1.1400000000000001,4.32,1.97,3.3000000000000003
Zeeland,2020-03-19,2.41,1.05,4.01,1.8800000000000001,3.12
Zeeland,2020-03-20,2.2800000000000002,1.02,3.8200000000000003,1.79,2.96
Zeeland,2020-03-21,2.2800000000000002,1.05,3.75,1.83,2.96
Zeeland,2020-03-22,2.2600000000000002,1.07,3.66,1.82,2.9
Zeeland,2020-03-23,2.23,1.09,3.5700000000000003,1.8,2.83
Zeeland,2020-03-24,2.27,1.16,3.54,1.87,2.86
Zeeland,2020-03-25,2.2,1.12,3.37,1.77,2.7
Zeeland,2020-03-26,2.2,1.18,3.33,1.83,2.72
Zeeland,2020-03-27,2.12,1.16,3.2,1.75,2.59
Zeeland,2020-03-28,2.0,1.08,3.02,1.6500000000000001,2.45
Zeeland,2020-03-29,1.9000000000000001,1.01,2.87,1.58,2.35
Zeeland,2020-03-30,1.86,0.96,2.75,1.54,2.2800000000000002
Zeeland,2020-03-31,1.82,0.99,2.73,1.53,2.25
Zeeland,2020-04-01,1.78,0.96,2.64,1.46,2.15
Zeeland,2020-04-02,1.68,0.87,2.5,1.37,2.04
Zeeland,2020-04-03,1.69,0.93,2.5300000000000002,1.42,2.08
Zeeland,2020-04-04,1.73,0.96,2.5100000000000002,1.45,2.09
Zeeland,2020-04-05,1.69,0.96,2.47,1.41,2.0300000000000002
Zeeland,2020-04-06,1.68,0.97,2.44,1.3800000000000001,1.98
Zeeland,2020-04-07,1.6400000000000001,0.9500000000000001,2.38,1.4000000000000001,1.99
Zeeland,2020-04-08,1.6,0.92,2.31,1.33,1.9000000000000001
Zeeland,2020-04-09,1.55,0.88,2.24,1.3,1.86
Zeeland,2020-04-10,1.47,0.8300000000000001,2.17,1.24,1.79
Zeeland,2020-04-11,1.3900000000000001,0.75,2.07,1.1300000000000001,1.67
Zeeland,2020-04-12,1.31,0.68,1.99,1.09,1.6300000000000001
Zeeland,2020-04-13,1.2,0.5700000000000001,1.8800000000000001,0.98,1.52
Zeeland,2020-04-14,1.17,0.53,1.84,0.9400000000000001,1.48
Zeeland,2020-04-15,1.09,0.46,1.78,0.84,1.3800000000000001
Zeeland,2020-04-16,1.09,0.44,1.77,0.86,1.41
Zeeland,2020-04-17,1.04,0.39,1.73,0.78,1.33
Zeeland,2020-04-18,0.99,0.33,1.68,0.75,1.31
Zeeland,2020-04-19,1.01,0.35000000000000003,1.72,0.79,1.36
Zeeland,2020-04-20,1.01,0.33,1.71,0.75,1.32
Zeeland,2020-04-21,0.96,0.29,1.68,0.72,1.3
Zeeland,2020-04-22,0.93,0.22,1.61,0.64,1.22
Zeeland,2020-04-23,0.91,0.21,1.61,0.64,1.23
Zeeland,2020-04-24,0.91,0.18,1.59,0.65,1.25
Zeeland,2020-04-25,0.91,0.2,1.6300000000000001,0.66,1.27
Zeeland,2020-04-26,0.88,0.13,1.55,0.64,1.26
Zeeland,2020-04-27,0.85,0.13,1.55,0.58,1.2
Zeeland,2020-04-28,0.85,0.11,1.54,0.58,1.21
Zeeland,2020-04-29,0.86,0.08,1.52,0.58,1.22
Zeeland,2020-04-30,0.8200000000000001,0.08,1.51,0.51,1.1500000000000001
Zeeland,2020-05-01,0.86,0.1,1.57,0.59,1.25
Zeeland,2020-05-02,0.8200000000000001,0.05,1.5,0.54,1.2
Zeeland,2020-05-03,0.86,0.08,1.57,0.56,1.23
Zeeland,2020-05-04,0.9,0.11,1.6400000000000001,0.6,1.28
Zeeland,2020-05-05,0.9,0.12,1.6600000000000001,0.63,1.32
Zeeland,2020-05-06,0.9,0.09,1.6300000000000001,0.6,1.29
Zeeland,2020-05-07,0.9,0.1,1.6500000000000001,0.5700000000000001,1.26
Zeeland,2020-05-08,0.9,0.12,1.68,0.61,1.31
Zeeland,2020-05-09,0.86,0.08,1.61,0.58,1.28
Zeeland,2020-05-10,0.78,0.03,1.5,0.48,1.17
Zeeland,2020-05-11,0.77,0.03,1.51,0.49,1.19
Zeeland,2020-05-12,0.77,0.03,1.52,0.44,1.1400000000000001
Zeeland,2020-05-13,0.77,0.03,1.53,0.47000000000000003,1.18
Zeeland,2020-05-14,0.77,0.03,1.54,0.41000000000000003,1.12
Zeeland,2020-05-15,0.77,0.03,1.55,0.45,1.17
Zeeland,2020-05-16,0.77,0.03,1.56,0.38,1.1
Zeeland,2020-05-17,0.8200000000000001,0.05,1.6300000000000001,0.48,1.22
Zeeland,2020-05-18,0.87,0.07,1.7,0.5700000000000001,1.33
Zeeland,2020-05-19,0.87,0.06,1.69,0.56,1.32
Zeeland,2020-05-20,0.88,0.05,1.68,0.55,1.31
Zeeland,2020-05-21,0.93,0.06,1.73,0.6,1.37
Zeeland,2020-05-22,0.93,0.06,1.73,0.61,1.3800000000000001
Zeeland,2020-05-23,0.93,0.07,1.74,0.61,1.3800000000000001
Zeeland,2020-05-24,0.88,0.05,1.68,0.55,1.31
Zeeland,2020-05-25,0.8200000000000001,0.02,1.61,0.49,1.24
Zeeland,2020-05-26,0.88,0.05,1.69,0.51,1.27
Zeeland,2020-05-27,0.88,0.04,1.68,0.49,1.25
Zeeland,2020-05-28,0.88,0.07,1.72,0.56,1.33
Zeeland,2020-05-29,0.88,0.06,1.71,0.56,1.33
Zeeland,2020-05-30,0.88,0.06,1.71,0.55,1.32
Zeeland,2020-05-31,0.88,0.05,1.7,0.54,1.31
Zeeland,2020-06-01,0.88,0.04,1.69,0.54,1.31
Zeeland,2020-06-02,0.8200000000000001,0.03,1.6400000000000001,0.48,1.24
Zeeland,2020-06-03,0.8200000000000001,0.05,1.67,0.46,1.22
Zeeland,2020-06-04,0.8200000000000001,0.03,1.6500000000000001,0.51,1.28
Zeeland,2020-06-05,0.8200000000000001,0.05,1.68,0.49,1.26
Zeeland,2020-06-06,0.76,0.04,1.6300000000000001,0.35000000000000003,1.1
Zeeland,2020-06-07,0.76,0.01,1.6,0.42,1.18
Zeeland,2020-06-08,0.75,0.03,1.6300000000000001,0.39,1.1500000000000001
Zeeland,2020-06-09,0.67,0.02,1.58,0.3,1.04
Zeeland,2020-06-10,0.75,0.03,1.6500000000000001,0.4,1.17
Zeeland,2020-06-11,0.75,0.02,1.6400000000000001,0.37,1.1400000000000001
Zeeland,2020-06-12,0.74,0.03,1.6600000000000001,0.42,1.2
Zeeland,2020-06-13,0.74,0.01,1.6400000000000001,0.4,1.18
Zeeland,2020-06-14,0.65,0.01,1.6,0.34,1.1
Zeeland,2020-06-15,0.65,0.02,1.62,0.31,1.07
Zeeland,2020-06-16,0.64,0.0,1.6,0.28,1.04
Zuid-Holland,2020-02-29,3.0,1.01,6.99,2.04,4.45
Zuid-Holland,2020-03-01,2.88,0.9500000000000001,6.22,2.04,4.21
Zuid-Holland,2020-03-02,3.14,1.1,6.36,2.2800000000000002,4.48
Zuid-Holland,2020-03-03,3.24,1.24,6.1000000000000005,2.39,4.44
Zuid-Holland,2020-03-04,3.2,1.34,5.71,2.45,4.3
Zuid-Holland,2020-03-05,3.09,1.33,5.24,2.37,4.0200000000000005
Zuid-Holland,2020-03-06,2.95,1.37,4.9,2.25,3.73
Zuid-Holland,2020-03-07,2.66,1.22,4.37,2.06,3.38
Zuid-Holland,2020-03-08,2.59,1.23,4.17,2.04,3.27
Zuid-Holland,2020-03-09,2.4,1.16,3.88,1.94,3.08
Zuid-Holland,2020-03-10,2.34,1.16,3.74,1.83,2.9
Zuid-Holland,2020-03-11,2.29,1.1300000000000001,3.5700000000000003,1.87,2.89
Zuid-Holland,2020-03-12,2.3000000000000003,1.2,3.5300000000000002,1.9000000000000001,2.87
Zuid-Holland,2020-03-13,2.35,1.27,3.48,1.97,2.89
Zuid-Holland,2020-03-14,2.41,1.42,3.5100000000000002,2.02,2.88
Zuid-Holland,2020-03-15,2.5100000000000002,1.55,3.49,2.15,2.95
Zuid-Holland,2020-03-16,2.65,1.79,3.58,2.35,3.09
Zuid-Holland,2020-03-17,2.73,1.95,3.5700000000000003,2.46,3.13
Zuid-Holland,2020-03-18,2.66,1.95,3.41,2.4,3.0
Zuid-Holland,2020-03-19,2.6,1.95,3.27,2.39,2.94
Zuid-Holland,2020-03-20,2.39,1.8,3.0100000000000002,2.18,2.68
Zuid-Holland,2020-03-21,2.2600000000000002,1.73,2.86,2.09,2.56
Zuid-Holland,2020-03-22,2.15,1.6400000000000001,2.7,1.98,2.42
Zuid-Holland,2020-03-23,2.09,1.61,2.61,1.9100000000000001,2.32
Zuid-Holland,2020-03-24,2.07,1.62,2.57,1.9000000000000001,2.29
Zuid-Holland,2020-03-25,2.14,1.7,2.59,1.99,2.36
Zuid-Holland,2020-03-26,2.05,1.6500000000000001,2.5,1.9100000000000001,2.2600000000000002
Zuid-Holland,2020-03-27,1.96,1.57,2.38,1.8,2.13
